Date,Region,Season,Temperature_C,Is_Festival,Base_Demand,City_Proxy,Latitude,Longitude,Served_Population_M,Urbanisation,Elevation_m,Coastal,Area_k_km2,Climate_Zone,Humidity_pct,Rainfall_mm,Heat_Index_C,Wind_Speed_kmph,UV_Index,Extreme_Weather_Flag,Temp_Anomaly_C,Drought_Index,Air_Quality_Index,Water_Stress_Index,Political_Stability_Index,Plastic_Ban_Active,Economic_Index,Consumer_Confidence,Tourism_Index,Election_Period,Water_Tax_Rate,Govt_Subsidy_Active,Target_Demand
2022-08-27,East_Zone,Monsoon,28.9,0,12860,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,89.5,49.1,36.6,18.4,3.9,0,0.271,0.141,67.0,0.352,76.2,0,100.59,52.5,40.3,0,3.75,0,12137
2022-08-28,East_Zone,Monsoon,31.5,0,12808,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,87.9,8.1,45.9,14.3,5.8,0,0.344,0.084,43.0,0.326,79.4,0,99.41,51.5,33.2,0,3.75,0,12060
2022-08-29,East_Zone,Monsoon,31.3,0,12753,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,93.9,43.1,47.7,14.0,5.8,0,0.109,0.057,63.0,0.331,76.6,0,99.37,52.3,39.4,0,3.75,0,12045
2022-08-30,East_Zone,Monsoon,25.9,0,11161,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,98.3,17.6,25.9,12.6,5.5,0,0.431,0.0,79.0,0.346,70.9,0,98.23,47.4,28.7,0,3.75,0,10244
2022-08-31,East_Zone,Monsoon,28.8,0,13068,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,95.0,0.0,37.6,12.5,5.2,0,-0.052,0.15,62.0,0.322,71.8,0,100.97,52.2,33.0,0,3.75,0,12608
2022-09-01,East_Zone,Autumn,24.0,0,10462,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,63.2,0.0,24.0,6.7,7.0,0,0.072,0.41,129.0,0.455,74.2,0,100.36,41.5,64.2,0,3.75,0,10327
2022-09-02,East_Zone,Autumn,28.3,0,10935,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,71.7,0.0,31.5,8.5,6.4,0,0.17,0.397,106.0,0.441,75.1,0,100.46,52.0,67.6,0,3.75,0,11168
2022-09-03,East_Zone,Autumn,22.0,0,11213,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.6,0.0,22.0,3.9,6.5,0,0.205,0.38,107.0,0.474,78.8,0,97.77,52.6,56.2,0,3.75,0,10875
2022-09-04,East_Zone,Autumn,29.3,0,12709,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.6,0.0,33.3,6.4,6.7,0,0.132,0.352,136.0,0.449,78.7,0,99.56,49.7,59.9,0,3.75,0,12308
2022-09-05,East_Zone,Autumn,24.7,0,10954,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,64.1,0.0,24.7,6.6,6.8,0,0.1,0.313,107.0,0.397,73.4,0,98.26,51.2,60.0,0,3.75,0,10684
2022-09-06,East_Zone,Autumn,25.6,0,11514,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.9,3.0,25.6,7.1,7.4,0,0.37,0.395,73.0,0.388,72.4,0,99.95,53.6,59.5,0,3.75,0,11423
2022-09-07,East_Zone,Autumn,21.7,0,10186,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.9,0.0,21.7,1.0,6.5,0,0.096,0.348,114.0,0.402,71.7,0,99.49,56.8,53.9,0,3.75,0,10042
2022-09-08,East_Zone,Autumn,21.4,0,10360,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,66.7,3.8,21.4,3.2,6.8,0,0.048,0.355,126.0,0.47,75.9,0,99.67,57.1,62.5,0,3.75,0,10515
2022-09-09,East_Zone,Autumn,24.5,0,12428,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,74.9,0.0,24.5,1.9,6.6,0,0.319,0.483,139.0,0.47,77.2,0,98.42,53.6,53.6,0,3.75,0,12215
2022-09-10,East_Zone,Autumn,22.2,0,10407,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.9,0.0,22.2,6.1,6.1,0,0.235,0.377,150.0,0.452,74.2,0,98.09,52.1,65.7,0,3.75,0,10498
2022-09-11,East_Zone,Autumn,27.8,0,13388,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,66.3,0.0,29.8,3.3,6.6,0,0.259,0.233,122.0,0.379,74.0,0,98.47,53.8,66.7,0,3.75,0,12780
2022-09-12,East_Zone,Autumn,25.4,0,11153,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,78.0,0.0,25.4,4.5,6.3,0,0.17,0.348,132.0,0.442,80.3,0,99.41,60.0,56.8,0,3.75,0,10848
2022-09-13,East_Zone,Autumn,22.6,0,9170,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.2,0.0,22.6,2.4,6.7,0,0.012,0.32,122.0,0.374,76.0,0,98.85,54.5,53.7,0,3.75,0,8896
2022-09-14,East_Zone,Autumn,21.2,0,10385,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.4,0.0,21.2,4.8,6.4,0,0.158,0.372,126.0,0.461,67.8,0,99.34,53.8,59.8,0,3.75,0,10141
2022-09-15,East_Zone,Autumn,23.5,0,11362,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.2,0.0,23.5,2.6,5.9,0,-0.001,0.295,117.0,0.379,73.9,0,98.05,56.5,57.4,0,3.75,0,11167
2022-09-16,East_Zone,Autumn,23.4,0,10272,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.9,0.0,23.4,8.3,6.3,0,0.174,0.406,127.0,0.382,74.6,0,99.06,52.8,59.0,0,3.75,0,10013
2022-09-17,East_Zone,Autumn,25.0,0,13260,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.4,0.0,25.0,7.4,5.6,0,0.215,0.362,107.0,0.498,73.2,0,100.45,49.8,60.5,0,3.75,0,13446
2022-09-18,East_Zone,Autumn,23.0,0,10873,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.5,0.0,23.0,6.5,6.3,0,0.258,0.351,156.0,0.432,77.8,0,99.38,54.6,55.3,0,3.75,0,10847
2022-09-19,East_Zone,Autumn,26.5,0,11177,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.0,0.0,26.5,5.1,6.6,0,0.141,0.389,77.0,0.44,73.0,0,99.44,53.5,68.3,0,3.75,0,11045
2022-09-20,East_Zone,Autumn,27.8,0,10691,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,76.1,2.1,31.1,1.0,7.7,0,0.225,0.375,130.0,0.378,71.0,0,99.44,51.9,56.8,0,3.75,0,10432
2022-09-21,East_Zone,Autumn,22.8,0,10445,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.1,0.0,22.8,4.6,7.2,0,0.06,0.372,126.0,0.452,71.9,0,98.52,54.6,64.7,0,3.75,0,10373
2022-09-22,East_Zone,Autumn,24.5,0,9536,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,59.2,0.0,24.5,3.7,5.9,0,0.247,0.367,127.0,0.458,76.0,0,100.65,46.0,55.6,0,3.75,0,9641
2022-09-23,East_Zone,Autumn,28.1,0,12345,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,77.2,0.0,31.9,6.7,6.8,0,0.217,0.379,99.0,0.429,69.9,0,99.37,50.6,60.3,0,3.75,0,12048
2022-09-24,East_Zone,Autumn,27.4,0,13132,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,82.3,0.0,30.9,7.9,6.8,0,0.07,0.401,90.0,0.467,72.5,0,99.19,49.2,62.3,0,3.75,0,12628
2022-09-25,East_Zone,Autumn,21.8,0,8449,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.9,1.1,21.8,7.0,6.2,0,0.203,0.393,131.0,0.473,76.5,0,99.7,49.8,60.7,0,3.75,0,8369
2022-09-26,East_Zone,Autumn,27.4,0,11630,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,59.9,0.0,28.6,9.8,6.5,0,0.259,0.448,144.0,0.468,69.9,0,99.95,52.4,58.7,0,3.75,0,11451
2022-09-27,East_Zone,Autumn,20.6,0,10611,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.1,0.0,20.6,4.3,6.1,0,0.158,0.347,124.0,0.362,70.9,0,97.76,48.5,57.5,0,3.75,0,10113
2022-09-28,East_Zone,Autumn,31.4,0,12760,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,65.7,0.0,37.4,4.2,7.9,0,0.068,0.394,134.0,0.404,68.9,0,99.06,59.3,58.0,0,3.75,0,12569
2022-09-29,East_Zone,Autumn,26.9,0,10923,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.9,0.0,28.6,9.1,6.3,0,0.168,0.527,112.0,0.522,71.3,0,101.24,55.3,56.6,0,3.75,0,10837
2022-09-30,East_Zone,Autumn,18.9,0,10466,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.1,0.0,18.9,6.5,6.4,0,0.205,0.378,126.0,0.437,72.4,0,100.66,50.1,61.7,0,3.75,0,10455
2022-10-01,East_Zone,Autumn,25.6,0,11036,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.5,0.0,25.6,5.3,5.0,0,0.067,0.38,142.0,0.438,73.3,0,98.89,45.6,69.2,0,3.75,0,10808
2022-10-02,East_Zone,Autumn,27.1,1,15435,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.4,0.0,29.2,11.5,7.1,0,0.049,0.304,114.0,0.391,71.2,0,102.73,51.8,73.8,0,3.75,0,16063
2022-10-03,East_Zone,Autumn,20.3,0,9643,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,66.3,0.0,20.3,7.7,7.0,0,0.202,0.337,141.0,0.405,72.9,0,101.67,52.3,63.0,0,3.75,0,9700
2022-10-04,East_Zone,Autumn,20.0,1,13273,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,77.5,0.0,20.0,5.4,5.6,0,0.232,0.374,91.0,0.469,76.9,0,102.36,51.4,77.4,0,3.75,0,13291
2022-10-05,East_Zone,Autumn,24.1,0,10882,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,81.8,0.0,24.1,3.9,6.1,0,0.365,0.412,109.0,0.488,75.0,0,101.55,63.8,57.7,0,3.75,0,10759
2022-10-06,East_Zone,Autumn,20.7,0,9231,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,74.4,0.0,20.7,10.0,6.6,0,0.217,0.419,130.0,0.469,80.4,0,101.53,47.0,51.0,0,3.75,0,9140
2022-10-07,East_Zone,Autumn,22.8,1,14330,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.6,0.0,22.8,6.6,6.4,0,0.029,0.4,154.0,0.457,72.0,0,101.42,53.8,72.0,0,3.75,0,14588
2022-10-08,East_Zone,Autumn,25.5,0,10889,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.0,0.0,25.5,6.1,6.8,0,0.354,0.428,120.0,0.466,72.7,0,103.7,54.0,64.3,0,3.75,0,10892
2022-10-09,East_Zone,Autumn,23.2,0,11629,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,75.2,0.0,23.2,8.0,6.2,0,0.255,0.32,101.0,0.418,74.5,0,101.54,52.6,70.1,0,3.75,0,11381
2022-10-10,East_Zone,Autumn,27.4,0,12005,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,60.9,0.0,28.7,8.6,7.7,0,-0.051,0.409,154.0,0.406,72.5,0,103.17,46.5,55.1,0,3.75,0,11633
2022-10-11,East_Zone,Autumn,18.6,0,11973,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,75.7,0.0,18.6,7.6,5.8,0,0.047,0.381,118.0,0.393,73.9,0,101.6,53.5,65.5,0,3.75,0,11888
2022-10-12,East_Zone,Autumn,24.7,0,10285,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.2,2.4,24.7,8.7,8.1,0,0.101,0.387,132.0,0.476,68.2,0,101.49,54.3,61.3,0,3.75,0,10174
2022-10-13,East_Zone,Autumn,22.7,1,13176,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,81.6,0.5,22.7,7.4,7.1,0,0.234,0.358,114.0,0.429,72.9,0,102.43,56.8,70.1,0,3.75,0,13245
2022-10-14,East_Zone,Autumn,26.3,0,10645,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.3,2.3,26.3,7.7,7.1,0,-0.088,0.323,123.0,0.435,76.6,0,100.75,55.2,54.8,0,3.75,0,10152
2022-10-15,East_Zone,Autumn,26.1,0,11462,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,78.7,0.1,26.1,3.8,5.9,0,0.138,0.307,110.0,0.423,79.7,0,102.72,59.0,57.1,0,3.75,0,11398
2022-10-16,East_Zone,Autumn,30.9,0,11609,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,61.9,0.0,35.1,11.4,7.3,0,0.228,0.399,161.0,0.448,78.3,0,101.93,45.6,62.9,0,3.75,0,11545
2022-10-17,East_Zone,Autumn,26.9,0,11916,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.8,0.0,28.9,2.3,7.0,0,-0.133,0.41,141.0,0.453,74.4,0,101.53,52.7,66.1,0,3.75,0,11632
2022-10-18,East_Zone,Autumn,21.1,0,9714,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,74.9,0.0,21.1,6.9,5.0,0,0.225,0.372,152.0,0.454,75.4,0,101.32,63.5,46.4,0,3.75,0,9615
2022-10-19,East_Zone,Autumn,27.4,0,12878,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,65.2,0.0,29.1,2.0,5.8,0,0.237,0.379,106.0,0.412,75.0,0,104.07,58.9,62.6,0,3.75,0,12932
2022-10-20,East_Zone,Autumn,23.8,1,15404,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.6,0.0,23.8,5.7,6.7,0,0.065,0.337,87.0,0.46,72.3,0,102.07,48.0,69.1,0,3.75,0,15251
2022-10-21,East_Zone,Autumn,25.9,0,11302,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,76.5,0.0,25.9,4.3,6.5,0,0.035,0.41,115.0,0.42,71.1,0,102.04,54.2,57.6,0,3.75,0,11327
2022-10-22,East_Zone,Autumn,25.3,0,10033,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.2,0.0,25.3,6.4,6.2,0,0.064,0.384,165.0,0.443,74.7,0,103.01,50.0,62.1,0,3.75,0,9816
2022-10-23,East_Zone,Autumn,24.8,0,10359,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,62.7,0.0,24.8,7.0,7.1,0,-0.117,0.358,114.0,0.394,73.7,0,101.3,51.8,69.6,0,3.75,0,9949
2022-10-24,East_Zone,Autumn,26.6,0,11915,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.0,0.0,26.6,3.1,6.0,0,0.117,0.432,139.0,0.443,76.5,0,103.29,62.3,56.4,0,3.75,0,11856
2022-10-25,East_Zone,Autumn,24.6,0,9367,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,66.7,0.0,24.6,5.9,6.2,0,0.172,0.419,102.0,0.425,66.9,0,102.14,57.7,59.5,0,3.75,0,9200
2022-10-26,East_Zone,Autumn,25.5,0,11544,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.0,2.5,25.5,10.2,6.1,0,0.028,0.288,105.0,0.413,73.5,0,100.8,47.2,52.1,0,3.75,0,11083
2022-10-27,East_Zone,Autumn,24.2,0,11177,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,71.1,0.0,24.2,2.1,6.8,0,0.247,0.383,119.0,0.458,77.6,0,101.67,50.6,62.2,0,3.75,0,11257
2022-10-28,East_Zone,Autumn,23.9,0,11698,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,63.1,0.0,23.9,3.4,5.4,0,0.16,0.323,158.0,0.423,75.7,0,101.12,53.5,56.5,0,3.75,0,11566
2022-10-29,East_Zone,Autumn,20.6,0,10317,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,65.6,0.0,20.6,8.6,6.0,0,0.176,0.388,140.0,0.496,71.1,0,102.31,52.9,67.9,0,3.75,0,10666
2022-10-30,East_Zone,Autumn,28.8,0,11723,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,71.1,2.6,32.5,6.2,5.7,0,0.11,0.191,83.0,0.412,70.1,0,101.45,54.8,61.8,0,3.75,0,11572
2022-10-31,East_Zone,Autumn,24.4,0,11564,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.7,0.0,24.4,6.5,6.3,0,0.224,0.392,132.0,0.431,73.9,0,101.36,50.4,58.6,0,3.75,0,11574
2022-11-01,East_Zone,Autumn,29.2,1,16339,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,55.7,0.0,30.7,9.1,7.1,0,0.279,0.423,99.0,0.443,76.4,0,102.57,52.6,70.6,0,3.75,0,16242
2022-11-02,East_Zone,Autumn,21.4,0,11474,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,77.1,2.3,21.4,3.6,6.8,0,0.109,0.373,108.0,0.445,75.5,0,102.34,50.8,61.8,0,3.75,0,11074
2022-11-03,East_Zone,Autumn,23.7,0,10553,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.1,0.0,23.7,4.4,6.0,0,0.226,0.31,129.0,0.439,74.3,0,103.53,52.9,63.5,0,3.75,0,10820
2022-11-04,East_Zone,Autumn,25.1,0,10573,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.4,0.0,25.1,4.1,6.8,0,0.227,0.497,145.0,0.427,75.9,0,103.5,57.2,54.2,0,3.75,0,10631
2022-11-05,East_Zone,Autumn,25.9,0,11600,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,63.9,0.5,25.9,5.0,6.4,0,0.192,0.449,144.0,0.471,74.8,0,102.42,55.2,59.3,0,3.75,0,11915
2022-11-06,East_Zone,Autumn,26.9,0,12378,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,74.0,0.0,29.0,10.0,7.4,0,0.318,0.348,126.0,0.391,75.8,0,102.88,51.3,60.0,0,3.75,0,12019
2022-11-07,East_Zone,Autumn,24.8,0,11464,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,72.9,10.8,24.8,1.0,6.4,0,0.077,0.364,126.0,0.447,76.8,0,100.99,57.9,61.1,0,3.75,0,11571
2022-11-08,East_Zone,Autumn,24.4,0,9408,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,83.3,0.0,24.4,2.4,4.7,0,0.108,0.261,144.0,0.438,72.7,0,103.11,58.5,66.5,0,3.75,0,9396
2022-11-09,East_Zone,Autumn,25.2,0,11123,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.0,0.0,25.2,1.9,7.0,0,0.072,0.408,92.0,0.451,71.3,0,102.85,54.1,52.9,0,3.75,0,11229
2022-11-10,East_Zone,Autumn,23.8,0,10824,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.7,0.0,23.8,10.2,6.2,0,0.223,0.298,153.0,0.345,76.2,0,103.42,53.3,64.8,0,3.75,0,10750
2022-11-11,East_Zone,Autumn,19.3,0,9313,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.6,0.0,19.3,4.2,6.1,0,0.123,0.42,107.0,0.392,72.5,0,102.18,60.9,61.8,0,3.75,0,9219
2022-11-12,East_Zone,Autumn,20.8,0,8965,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,77.6,0.0,20.8,5.0,6.5,0,0.08,0.442,125.0,0.467,68.2,0,102.21,60.3,57.5,0,3.75,0,9006
2022-11-13,East_Zone,Autumn,21.7,1,15152,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,76.1,0.0,21.7,1.2,5.5,0,0.316,0.376,111.0,0.36,78.3,0,102.24,47.8,76.0,0,3.75,0,15042
2022-11-14,East_Zone,Autumn,18.8,0,11378,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,81.0,0.0,18.8,5.2,6.2,0,0.331,0.316,99.0,0.437,74.8,0,103.99,59.4,58.1,0,3.75,0,11433
2022-11-15,East_Zone,Autumn,23.7,0,10707,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.2,0.0,23.7,8.6,6.8,0,0.117,0.455,128.0,0.483,74.6,0,102.86,61.0,50.9,0,3.75,0,10566
2022-11-16,East_Zone,Autumn,27.4,0,11010,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.4,0.0,29.3,6.8,6.8,0,0.013,0.38,124.0,0.469,73.4,0,101.11,56.1,42.8,0,3.75,0,10715
2022-11-17,East_Zone,Autumn,25.9,0,11163,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,68.1,0.0,25.9,5.7,6.2,0,0.336,0.386,118.0,0.429,76.5,0,103.27,52.4,53.9,0,3.75,0,11038
2022-11-18,East_Zone,Autumn,28.0,0,11375,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,73.2,0.0,31.1,1.3,7.2,0,0.197,0.324,117.0,0.434,70.2,0,102.19,52.5,57.3,0,3.75,0,11355
2022-11-19,East_Zone,Autumn,24.5,0,12291,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,78.8,0.0,24.5,5.0,5.9,0,0.192,0.392,147.0,0.444,74.0,0,103.76,61.3,60.9,0,3.75,0,12296
2022-11-20,East_Zone,Autumn,27.8,0,13039,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.0,0.0,29.9,6.4,6.3,0,0.161,0.368,159.0,0.388,74.8,0,103.24,57.6,63.0,0,3.75,0,12875
2022-11-21,East_Zone,Autumn,23.8,0,10587,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.6,0.0,23.8,3.0,6.4,0,0.07,0.3,143.0,0.437,75.7,0,103.97,56.8,58.7,0,3.75,0,10667
2022-11-22,East_Zone,Autumn,28.9,0,12369,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,70.2,4.5,32.6,8.0,6.9,0,0.109,0.46,125.0,0.497,68.9,0,103.79,63.8,52.9,0,3.75,0,12525
2022-11-23,East_Zone,Autumn,21.6,0,10934,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,71.8,0.0,21.6,8.7,6.1,0,0.218,0.486,91.0,0.482,75.8,0,103.72,50.5,58.1,0,3.75,0,10941
2022-11-24,East_Zone,Autumn,26.3,0,11993,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,75.0,0.0,26.3,4.4,7.3,0,0.105,0.441,131.0,0.435,72.7,0,103.95,54.2,58.9,0,3.75,0,11807
2022-11-25,East_Zone,Autumn,27.5,0,11730,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,58.2,0.0,28.6,8.2,6.8,0,0.193,0.432,132.0,0.47,72.0,0,103.65,55.2,68.7,0,3.75,0,11830
2022-11-26,East_Zone,Autumn,21.0,0,9309,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.3,0.0,21.0,5.7,6.3,0,0.151,0.486,134.0,0.5,69.3,0,102.17,53.0,62.8,0,3.75,0,9325
2022-11-27,East_Zone,Autumn,20.4,0,10277,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,69.8,0.0,20.4,9.4,6.4,0,0.044,0.317,99.0,0.454,80.7,0,101.75,46.3,51.7,0,3.75,0,10016
2022-11-28,East_Zone,Autumn,24.9,1,15232,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,59.5,0.0,24.9,12.1,6.9,0,0.312,0.316,135.0,0.45,73.6,0,102.09,57.9,70.4,0,3.75,0,15415
2022-11-29,East_Zone,Autumn,26.0,0,10941,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,65.6,0.0,26.0,2.7,6.7,0,0.209,0.355,148.0,0.381,74.7,0,103.68,51.5,63.5,0,3.75,0,11034
2022-11-30,East_Zone,Autumn,22.9,0,12346,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,67.7,0.0,22.9,8.3,5.3,0,0.183,0.398,102.0,0.451,70.8,0,100.76,50.2,60.1,0,3.75,0,12281
2022-12-01,East_Zone,Winter,15.2,0,8576,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,77.9,0.0,15.2,9.9,4.2,0,0.206,0.402,162.0,0.46,69.4,0,103.0,52.8,63.9,0,3.75,0,8604
2022-12-02,East_Zone,Winter,11.5,0,6428,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,86.7,7.8,11.5,3.1,3.4,0,-0.029,0.359,135.0,0.461,76.4,0,102.78,53.2,76.1,0,3.75,0,6422
2022-12-03,East_Zone,Winter,13.5,0,9082,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,78.7,2.8,13.5,4.3,3.8,0,0.101,0.42,148.0,0.46,70.0,0,104.3,54.2,73.8,0,3.75,0,9065
2022-12-04,East_Zone,Winter,18.8,0,10642,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,71.6,0.0,18.8,4.2,3.4,0,-0.003,0.414,133.0,0.49,77.9,0,102.99,58.1,71.2,0,3.75,0,10915
2022-12-05,East_Zone,Winter,12.6,0,7215,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,80.2,0.0,12.6,5.6,2.3,0,0.162,0.47,144.0,0.403,79.4,0,102.77,58.8,68.0,0,3.75,0,7102
2022-12-06,East_Zone,Winter,16.5,0,9630,Kolkata,22.57,88.36,18.4,0.82,9,1,1.85,Humid_Subtropical,83.3,0.0,16.5,4.9,2.2,0,0.183,0.423,144.0,0.463,71.7,0,104.48,53.8,77.1,0,3.75,0,9710
