Date,Region,Political_Stability_Index,Plastic_Ban_Active,Economic_Index,Consumer_Confidence,Tourism_Index,Election_Period,Water_Tax_Rate,Govt_Subsidy_Active
2023-09-05,East_Zone,75.2,0,106.0,53.2,64.3,0,4.0,0
2023-09-06,East_Zone,69.0,0,105.65,56.4,59.7,0,4.0,0
2023-09-07,East_Zone,74.7,0,105.48,56.0,63.1,0,4.0,0
2023-09-08,East_Zone,71.4,0,107.88,54.6,52.1,0,4.0,0
2023-09-09,East_Zone,74.1,0,105.84,57.7,54.5,0,4.0,0
2023-09-10,East_Zone,70.9,0,109.21,62.7,60.2,0,4.0,0
2023-09-11,East_Zone,75.2,0,106.27,59.2,56.4,0,4.0,0
2023-09-12,East_Zone,75.9,0,105.25,54.5,59.0,0,4.0,0
2023-09-13,East_Zone,73.3,0,104.51,61.9,63.7,0,4.0,0
2023-09-14,East_Zone,71.4,0,107.32,57.9,56.0,0,4.0,0
2023-09-15,East_Zone,75.7,0,105.88,51.0,56.3,0,4.0,0
2023-09-16,East_Zone,78.7,0,106.89,56.0,60.5,0,4.0,0
2023-09-17,East_Zone,79.8,0,108.38,55.5,49.4,0,4.0,0
2023-09-18,East_Zone,75.2,0,106.72,53.5,65.0,0,4.0,0
2023-09-19,East_Zone,74.8,0,106.38,56.8,60.7,0,4.0,0
2023-09-20,East_Zone,70.1,0,107.26,48.4,60.5,0,4.0,0
2023-09-21,East_Zone,77.9,0,106.83,62.1,57.3,0,4.0,0
2023-09-22,East_Zone,67.0,0,104.76,57.4,63.4,0,4.0,0
2023-09-23,East_Zone,77.6,0,107.35,48.6,59.2,0,4.0,0
2023-09-24,East_Zone,74.1,0,105.97,57.8,66.1,0,4.0,0
2023-09-25,East_Zone,66.7,0,107.55,57.8,51.4,0,4.0,0
2023-09-26,East_Zone,75.0,0,106.51,61.5,60.3,0,4.0,0
2023-09-27,East_Zone,73.5,0,107.2,62.8,60.2,0,4.0,0
2023-09-28,East_Zone,72.7,0,105.78,62.9,61.6,0,4.0,0
2023-09-29,East_Zone,73.2,0,104.48,53.7,67.0,0,4.0,0
2023-09-30,East_Zone,73.9,0,106.56,57.8,53.2,0,4.0,0
2023-10-01,East_Zone,73.9,0,106.98,53.9,53.0,0,4.0,0
2023-10-02,East_Zone,69.6,0,105.44,59.1,58.2,0,4.0,0
2023-10-03,East_Zone,75.2,0,105.8,46.7,50.5,0,4.0,0
2023-10-04,East_Zone,72.9,0,103.79,49.4,83.5,0,4.0,0
2023-10-05,East_Zone,78.8,0,105.85,53.6,64.7,0,4.0,0
2023-10-06,East_Zone,76.6,0,104.76,54.7,62.6,0,4.0,0
2023-10-07,East_Zone,76.9,0,106.53,56.3,75.9,0,4.0,0
2023-10-08,East_Zone,79.6,0,106.35,60.6,66.4,0,4.0,0
2023-10-09,East_Zone,76.2,0,106.04,52.8,56.9,0,4.0,0
2023-10-10,East_Zone,73.6,0,107.35,50.8,58.2,0,4.0,0
2023-10-11,East_Zone,66.3,0,106.27,54.0,61.7,0,4.0,0
2023-10-12,East_Zone,74.7,0,106.23,53.1,69.5,0,4.0,0
2023-10-13,East_Zone,79.2,0,106.37,57.8,55.4,0,4.0,0
2023-10-14,East_Zone,76.7,0,105.47,61.3,57.4,0,4.0,0
2023-10-15,East_Zone,72.5,0,107.05,61.6,73.9,0,4.0,0
2023-10-16,East_Zone,74.2,0,105.15,59.4,76.6,0,4.0,0
2023-10-17,East_Zone,72.3,0,106.5,53.3,53.6,0,4.0,0
2023-10-18,East_Zone,74.9,0,107.31,55.3,59.1,0,4.0,0
2023-10-19,East_Zone,72.5,0,105.07,56.7,59.7,0,4.0,0
2023-10-20,East_Zone,78.3,0,104.77,51.8,65.0,0,4.0,0
2023-10-21,East_Zone,74.4,0,105.08,52.3,62.2,0,4.0,0
2023-10-22,East_Zone,74.8,0,107.95,57.7,59.5,0,4.0,0
2023-10-23,East_Zone,71.5,0,105.54,49.8,55.3,0,4.0,0
2023-10-24,East_Zone,72.7,0,104.96,59.4,69.6,0,4.0,0
2023-10-25,East_Zone,70.5,0,106.54,54.0,74.7,0,4.0,0
2023-10-26,East_Zone,78.3,0,103.46,56.5,64.9,0,4.0,0
2023-10-27,East_Zone,72.5,0,105.25,55.9,61.7,0,4.0,0
2023-10-28,East_Zone,74.5,0,107.63,61.1,69.5,0,4.0,0
2023-10-29,East_Zone,69.4,0,105.28,46.6,65.6,0,4.0,0
2023-10-30,East_Zone,70.3,0,105.99,60.4,62.8,0,4.0,0
2023-10-31,East_Zone,73.2,0,106.56,60.6,56.5,0,4.0,0
2023-11-01,East_Zone,73.1,0,106.58,56.8,77.7,0,4.0,0
2023-11-02,East_Zone,74.7,0,105.77,57.4,56.2,0,4.0,0
2023-11-03,East_Zone,80.0,0,106.87,58.1,63.7,0,4.0,0
2023-11-04,East_Zone,67.9,0,107.78,52.5,47.8,0,4.0,0
2023-11-05,East_Zone,76.9,0,105.3,55.3,57.5,0,4.0,0
2023-11-06,East_Zone,75.5,0,105.89,58.9,53.0,0,4.0,0
2023-11-07,East_Zone,72.1,0,106.29,48.4,58.6,0,4.0,0
2023-11-08,East_Zone,72.7,0,107.12,57.7,52.3,0,4.0,0
2023-11-09,East_Zone,77.4,0,106.47,55.9,60.1,0,4.0,0
2023-11-10,East_Zone,73.8,0,106.33,58.0,62.3,0,4.0,0
2023-11-11,East_Zone,73.0,0,104.93,49.9,56.7,0,4.0,0
2023-11-12,East_Zone,70.9,0,105.37,52.2,58.4,0,4.0,0
2023-11-13,East_Zone,71.5,0,106.72,50.1,73.1,0,4.0,0
2023-11-14,East_Zone,70.4,0,106.04,49.8,59.8,0,4.0,0
2023-11-15,East_Zone,76.7,0,106.23,58.8,66.7,0,4.0,0
2023-11-16,East_Zone,71.6,0,106.54,53.3,56.6,0,4.0,0
2023-11-17,East_Zone,70.4,0,108.97,53.9,74.7,0,4.0,0
2023-11-18,East_Zone,74.5,0,106.15,59.8,61.3,0,4.0,0
2023-11-19,East_Zone,71.6,0,108.06,54.9,52.1,0,4.0,0
2023-11-20,East_Zone,78.6,0,108.02,60.1,72.4,0,4.0,0
2023-11-21,East_Zone,74.1,0,107.53,51.8,59.6,0,4.0,0
2023-11-22,East_Zone,74.6,0,105.91,54.0,57.5,0,4.0,0
2023-11-23,East_Zone,74.6,0,106.92,52.1,68.9,0,4.0,0
2023-11-24,East_Zone,75.7,0,106.42,57.8,66.4,0,4.0,0
2023-11-25,East_Zone,76.1,0,108.85,55.7,56.2,0,4.0,0
2023-11-26,East_Zone,74.1,0,107.28,58.8,63.2,0,4.0,0
2023-11-27,East_Zone,71.0,0,106.68,56.3,63.7,0,4.0,0
2023-11-28,East_Zone,73.5,0,108.71,48.7,60.7,0,4.0,0
2023-11-29,East_Zone,74.2,0,106.6,54.6,54.5,0,4.0,0
2023-11-30,East_Zone,69.1,0,107.53,49.9,55.2,0,4.0,0
2023-12-01,East_Zone,67.7,0,107.71,57.5,74.6,0,4.0,0
2023-12-02,East_Zone,70.4,0,107.39,58.2,74.5,0,4.0,0
2023-12-03,East_Zone,68.1,0,106.97,58.4,70.6,0,4.0,0
2023-12-04,East_Zone,72.5,0,107.94,55.7,78.6,0,4.0,0
2023-12-05,East_Zone,71.7,0,106.5,49.1,79.5,0,4.0,0
2023-12-06,East_Zone,74.3,0,108.28,57.2,79.4,0,4.0,0
2023-12-07,East_Zone,76.1,0,106.92,57.4,79.4,0,4.0,0
2023-12-08,East_Zone,74.9,0,108.57,55.7,71.9,0,4.0,0
2023-12-09,East_Zone,75.3,0,108.31,56.7,65.3,0,4.0,0
2023-12-10,East_Zone,76.8,0,107.84,48.6,70.4,0,4.0,0
2023-12-11,East_Zone,73.0,0,107.23,56.2,71.4,0,4.0,0
2023-12-12,East_Zone,66.2,0,108.46,56.0,68.9,0,4.0,0
2023-12-13,East_Zone,68.8,0,107.96,51.3,70.1,0,4.0,0
2023-12-14,East_Zone,75.5,0,104.21,56.8,66.2,0,4.0,0
2023-12-15,East_Zone,74.6,0,106.64,53.7,75.6,0,4.0,0
2023-12-16,East_Zone,76.1,0,107.66,57.0,80.1,0,4.0,0
2023-12-17,East_Zone,82.5,0,107.8,58.1,83.9,0,4.0,0
2023-12-18,East_Zone,74.7,0,108.26,57.6,73.2,0,4.0,0
2023-12-19,East_Zone,73.7,0,109.14,51.3,71.1,0,4.0,0
2023-12-20,East_Zone,75.0,0,108.21,54.7,71.8,0,4.0,0
2023-12-21,East_Zone,70.4,0,105.57,63.7,78.8,0,4.0,0
2023-12-22,East_Zone,76.3,0,107.89,61.7,78.7,0,4.0,0
2023-12-23,East_Zone,73.5,0,108.94,59.9,70.8,0,4.0,0
2023-12-24,East_Zone,79.0,0,107.87,57.2,78.0,0,4.0,0
2023-12-25,East_Zone,69.2,0,108.0,52.2,72.8,0,4.0,0
2023-12-26,East_Zone,74.0,0,107.33,55.3,68.3,0,4.0,0
2023-12-27,East_Zone,72.1,0,108.81,54.8,71.2,0,4.0,0
2023-12-28,East_Zone,70.8,0,107.54,55.7,80.5,0,4.0,0
2023-12-29,East_Zone,75.9,0,108.52,50.6,75.6,0,4.0,0
2023-12-30,East_Zone,73.0,0,108.39,60.2,69.5,0,4.0,0
2023-12-31,East_Zone,78.0,0,108.05,45.5,76.7,0,4.0,0
2021-01-01,North_Zone,76.4,0,100.52,56.6,75.6,0,5.0,0
2021-01-02,North_Zone,76.8,0,100.27,56.6,70.5,0,5.0,0
2021-01-03,North_Zone,84.0,0,101.38,62.9,68.3,0,5.0,0
2021-01-04,North_Zone,73.9,0,100.81,52.3,66.4,0,5.0,0
2021-01-05,North_Zone,75.6,0,101.21,51.4,63.8,0,5.0,0
2021-01-06,North_Zone,68.7,0,99.44,53.3,68.7,0,5.0,0
2021-01-07,North_Zone,76.7,0,99.41,55.0,71.1,0,5.0,0
2021-01-08,North_Zone,80.1,0,100.34,52.8,78.3,0,5.0,0
2021-01-09,North_Zone,79.2,0,101.06,48.7,76.1,0,5.0,0
2021-01-10,North_Zone,78.4,0,100.87,55.6,73.0,0,5.0,0
2021-01-11,North_Zone,75.4,0,99.63,52.8,62.6,0,5.0,0
2021-01-12,North_Zone,77.4,0,101.19,49.4,73.5,0,5.0,0
2021-01-13,North_Zone,76.8,0,99.82,46.4,63.8,0,5.0,0
2021-01-14,North_Zone,78.0,0,101.15,63.3,76.4,0,5.0,0
2021-01-15,North_Zone,78.5,0,100.8,56.6,76.5,0,5.0,0
2021-01-16,North_Zone,76.9,0,100.32,55.4,72.3,0,5.0,0
2021-01-17,North_Zone,78.1,0,100.04,52.6,76.1,0,5.0,0
2021-01-18,North_Zone,77.7,0,100.74,56.1,77.1,0,5.0,0
2021-01-19,North_Zone,76.0,0,100.73,49.1,72.5,0,5.0,0
2021-01-20,North_Zone,78.2,0,99.63,53.6,71.3,0,5.0,0
2021-01-21,North_Zone,74.2,0,101.31,54.5,65.4,0,5.0,0
2021-01-22,North_Zone,78.5,0,101.9,49.6,70.2,0,5.0,0
2021-01-23,North_Zone,74.7,0,101.63,53.2,67.0,0,5.0,0
2021-01-24,North_Zone,77.9,0,101.12,51.8,67.0,0,5.0,0
2021-01-25,North_Zone,79.4,0,100.38,50.1,68.3,0,5.0,0
2021-01-26,North_Zone,75.2,0,100.99,51.2,62.2,0,5.0,0
2021-01-27,North_Zone,81.1,0,100.76,46.5,76.9,0,5.0,0
2021-01-28,North_Zone,83.4,0,101.05,57.7,73.1,0,5.0,0
2021-01-29,North_Zone,76.0,0,101.89,60.0,77.8,0,5.0,0
2021-01-30,North_Zone,77.6,0,100.88,49.6,76.0,0,5.0,0
2021-01-31,North_Zone,81.6,0,99.18,57.1,74.5,0,5.0,0
2021-02-01,North_Zone,72.6,0,101.85,53.6,76.0,0,5.0,0
2021-02-02,North_Zone,78.1,0,101.47,53.5,72.8,0,5.0,0
2021-02-03,North_Zone,77.1,0,101.25,48.3,78.5,0,5.0,0
2021-02-04,North_Zone,80.7,0,99.96,50.8,69.5,0,5.0,0
2021-02-05,North_Zone,77.3,0,100.33,55.3,71.9,0,5.0,0
2021-02-06,North_Zone,79.4,0,100.47,49.3,70.6,0,5.0,0
2021-02-07,North_Zone,75.5,0,100.63,50.3,82.1,0,5.0,0
2021-02-08,North_Zone,80.9,0,100.75,51.3,68.8,0,5.0,0
2021-02-09,North_Zone,74.6,0,100.09,39.4,78.4,0,5.0,0
2021-02-10,North_Zone,80.6,0,103.45,55.7,65.2,0,5.0,0
2021-02-11,North_Zone,78.2,0,102.83,56.7,72.5,0,5.0,0
2021-02-12,North_Zone,70.9,0,101.63,55.1,71.1,0,5.0,0
2021-02-13,North_Zone,78.2,0,101.34,57.3,66.9,0,5.0,0
2021-02-14,North_Zone,79.8,0,103.23,52.5,68.7,0,5.0,0
2021-02-15,North_Zone,74.3,0,103.05,61.5,74.5,0,5.0,0
2021-02-16,North_Zone,75.5,0,100.71,49.9,70.3,0,5.0,0
2021-02-17,North_Zone,78.3,0,101.72,52.8,67.2,0,5.0,0
2021-02-18,North_Zone,76.5,0,101.31,52.2,76.5,0,5.0,0
2021-02-19,North_Zone,79.0,0,101.25,54.2,71.9,0,5.0,0
2021-02-20,North_Zone,77.4,0,101.37,52.6,73.7,0,5.0,0
2021-02-21,North_Zone,74.0,0,101.47,53.2,77.5,0,5.0,0
2021-02-22,North_Zone,85.0,0,101.79,51.0,79.7,0,5.0,0
2021-02-23,North_Zone,77.0,0,101.82,52.0,60.6,0,5.0,0
2021-02-24,North_Zone,78.4,0,103.06,45.3,71.5,0,5.0,0
2021-02-25,North_Zone,83.3,0,100.84,56.5,63.6,0,5.0,0
2021-02-26,North_Zone,80.6,0,102.63,50.0,85.6,0,5.0,0
2021-02-27,North_Zone,79.6,0,100.61,51.3,72.8,0,5.0,0
2021-02-28,North_Zone,81.2,0,101.94,49.5,76.9,0,5.0,0
2021-03-01,North_Zone,79.7,0,102.76,56.4,41.9,0,5.0,0
2021-03-02,North_Zone,79.7,0,102.3,51.7,43.2,0,5.0,0
2021-03-03,North_Zone,79.7,0,101.44,43.8,50.5,0,5.0,0
2021-03-04,North_Zone,77.5,0,102.05,54.9,47.6,0,5.0,0
2021-03-05,North_Zone,81.2,0,103.44,51.4,53.4,0,5.0,0
2021-03-06,North_Zone,80.0,0,101.21,53.4,40.8,0,5.0,0
2021-03-07,North_Zone,71.1,0,102.38,57.3,43.9,0,5.0,1
2021-03-08,North_Zone,80.6,0,102.79,50.2,47.6,0,5.0,0
2021-03-09,North_Zone,75.6,0,101.45,53.4,48.3,0,5.0,0
2021-03-10,North_Zone,78.7,0,103.59,51.3,47.1,0,5.0,0
2021-03-11,North_Zone,73.0,0,103.94,58.5,38.4,0,5.0,1
2021-03-12,North_Zone,76.3,0,102.97,54.5,40.3,0,5.0,1
2021-03-13,North_Zone,76.9,0,102.99,54.1,46.7,0,5.0,1
2021-03-14,North_Zone,79.6,0,100.17,48.1,37.3,0,5.0,0
2021-03-15,North_Zone,76.2,0,100.59,56.2,40.6,0,5.0,0
2021-03-16,North_Zone,71.5,0,101.84,57.2,45.2,0,5.0,0
2021-03-17,North_Zone,76.5,0,101.27,50.4,41.1,0,5.0,1
2021-03-18,North_Zone,76.9,0,102.57,54.6,46.1,0,5.0,1
2021-03-19,North_Zone,79.9,0,99.1,55.0,44.6,0,5.0,0
2021-03-20,North_Zone,78.4,0,102.58,62.9,41.1,0,5.0,1
2021-03-21,North_Zone,75.7,0,101.79,55.3,41.2,0,5.0,1
2021-03-22,North_Zone,78.8,0,101.43,53.6,51.4,0,5.0,0
2021-03-23,North_Zone,83.5,0,103.88,53.9,58.9,0,5.0,1
2021-03-24,North_Zone,81.5,0,101.67,53.3,46.2,0,5.0,1
2021-03-25,North_Zone,72.3,0,100.37,56.2,45.3,0,5.0,1
2021-03-26,North_Zone,85.4,0,102.45,50.5,40.5,0,5.0,1
2021-03-27,North_Zone,81.6,0,102.37,57.7,42.2,0,5.0,0
2021-03-28,North_Zone,82.8,0,101.82,47.6,45.0,0,5.0,0
2021-03-29,North_Zone,73.4,0,104.35,57.4,41.8,0,5.0,1
2021-03-30,North_Zone,76.8,0,102.21,57.7,41.9,0,5.0,1
2021-03-31,North_Zone,79.8,0,103.01,57.4,47.7,0,5.0,1
2021-04-01,North_Zone,74.6,0,102.32,55.0,42.0,0,5.0,1
2021-04-02,North_Zone,79.6,0,103.27,55.9,48.9,0,5.0,0
2021-04-03,North_Zone,82.9,0,101.67,52.1,43.7,0,5.0,1
2021-04-04,North_Zone,77.0,0,100.93,48.9,45.7,0,5.0,1
2021-04-05,North_Zone,83.1,0,102.76,55.1,44.8,0,5.0,1
2021-04-06,North_Zone,80.1,0,102.29,54.2,48.5,0,5.0,1
2021-04-07,North_Zone,72.4,0,102.79,57.8,51.0,0,5.0,1
2021-04-08,North_Zone,75.4,0,101.37,53.0,40.1,0,5.0,0
2021-04-09,North_Zone,81.3,0,102.46,54.6,53.8,0,5.0,0
2021-04-10,North_Zone,74.9,0,100.38,54.3,40.7,0,5.0,0
2021-04-11,North_Zone,81.2,0,101.49,55.9,44.1,0,5.0,1
2021-04-12,North_Zone,79.8,0,101.26,57.3,42.4,0,5.0,1
2021-04-13,North_Zone,78.9,0,102.46,50.2,52.5,0,5.0,0
2021-04-14,North_Zone,76.3,0,101.47,56.4,39.7,0,5.0,1
2021-04-15,North_Zone,78.9,0,100.57,52.5,48.6,0,5.0,0
2021-04-16,North_Zone,83.0,0,101.37,56.1,34.0,0,5.0,0
2021-04-17,North_Zone,76.8,0,102.53,59.9,49.1,0,5.0,0
2021-04-18,North_Zone,79.8,0,102.05,45.4,44.0,0,5.0,1
2021-04-19,North_Zone,84.0,0,101.16,58.3,43.1,0,5.0,1
2021-04-20,North_Zone,78.8,0,102.74,53.6,41.5,0,5.0,1
2021-04-21,North_Zone,76.5,0,103.45,51.0,44.7,0,5.0,0
2021-04-22,North_Zone,76.5,0,102.78,52.4,43.2,0,5.0,1
2021-04-23,North_Zone,71.7,0,99.55,48.7,37.5,0,5.0,1
2021-04-24,North_Zone,74.4,0,102.09,55.9,41.1,0,5.0,1
2021-04-25,North_Zone,79.0,0,101.69,49.5,49.0,0,5.0,1
2021-04-26,North_Zone,80.9,0,99.79,57.7,43.0,0,5.0,0
2021-04-27,North_Zone,76.7,0,100.52,56.0,41.0,0,5.0,0
2021-04-28,North_Zone,80.9,0,102.59,54.9,45.2,0,5.0,0
2021-04-29,North_Zone,80.7,0,101.96,45.6,47.4,0,5.0,0
2021-04-30,North_Zone,75.7,0,101.84,48.4,48.3,0,5.0,1
2021-05-01,North_Zone,76.2,0,101.09,53.1,46.7,0,5.0,0
2021-05-02,North_Zone,74.0,0,102.81,54.0,51.0,0,5.0,0
2021-05-03,North_Zone,80.2,0,100.48,57.0,45.2,0,5.0,1
2021-05-04,North_Zone,78.0,0,100.8,41.7,43.8,0,5.0,0
2021-05-05,North_Zone,80.7,0,101.35,50.5,49.4,0,5.0,0
2021-05-06,North_Zone,77.8,0,100.13,56.4,41.5,0,5.0,1
2021-05-07,North_Zone,75.2,0,100.75,52.0,43.0,0,5.0,0
2021-05-08,North_Zone,80.3,0,102.67,52.2,37.0,0,5.0,1
2021-05-09,North_Zone,72.1,0,100.75,46.9,54.1,0,5.0,0
2021-05-10,North_Zone,77.0,0,102.35,58.2,55.4,0,5.0,0
2021-05-11,North_Zone,75.7,0,102.18,51.9,44.1,0,5.0,1
2021-05-12,North_Zone,82.6,0,101.36,57.9,48.8,0,5.0,0
2021-05-13,North_Zone,83.2,0,100.09,58.9,48.5,0,5.0,1
2021-05-14,North_Zone,79.3,0,101.55,58.9,45.9,0,5.0,0
2021-05-15,North_Zone,76.3,0,99.35,52.6,51.1,0,5.0,1
2021-05-16,North_Zone,83.2,0,100.91,51.4,38.7,0,5.0,1
2021-05-17,North_Zone,75.9,0,101.65,51.5,44.1,0,5.0,1
2021-05-18,North_Zone,73.8,0,102.26,61.8,34.6,0,5.0,1
2021-05-19,North_Zone,72.0,0,101.21,52.6,39.9,0,5.0,0
2021-05-20,North_Zone,78.3,0,100.73,57.5,36.9,0,5.0,0
2021-05-21,North_Zone,72.9,0,100.62,55.2,35.8,0,5.0,1
2021-05-22,North_Zone,82.3,0,100.82,51.7,42.5,0,5.0,1
2021-05-23,North_Zone,76.3,0,101.88,52.7,46.8,0,5.0,0
2021-05-24,North_Zone,74.1,0,101.58,58.4,41.7,0,5.0,1
2021-05-25,North_Zone,81.3,0,101.18,53.6,42.3,0,5.0,0
2021-05-26,North_Zone,80.6,0,101.81,51.9,41.3,0,5.0,0
2021-05-27,North_Zone,83.0,0,101.15,50.2,45.7,0,5.0,0
2021-05-28,North_Zone,72.9,0,99.78,54.2,42.0,0,5.0,1
2021-05-29,North_Zone,72.3,0,99.98,50.9,40.0,0,5.0,1
2021-05-30,North_Zone,82.7,0,101.66,56.0,49.7,0,5.0,0
2021-05-31,North_Zone,69.6,0,99.66,63.0,40.6,0,5.0,1
2021-06-01,North_Zone,74.4,0,100.62,55.3,27.6,0,5.0,0
2021-06-02,North_Zone,78.2,0,100.86,60.6,37.7,0,5.0,0
2021-06-03,North_Zone,74.0,0,99.91,50.1,25.6,0,5.0,0
2021-06-04,North_Zone,78.6,0,99.24,55.4,40.1,0,5.0,0
2021-06-05,North_Zone,74.6,0,99.71,57.9,28.9,0,5.0,0
2021-06-06,North_Zone,81.9,0,99.04,58.1,34.4,0,5.0,0
2021-06-07,North_Zone,80.2,0,101.43,58.7,29.0,0,5.0,0
2021-06-08,North_Zone,78.8,0,101.18,53.5,34.1,0,5.0,0
2021-06-09,North_Zone,76.9,0,100.0,56.6,31.4,0,5.0,0
2021-06-10,North_Zone,74.9,0,99.36,48.7,29.1,0,5.0,0
2021-06-11,North_Zone,77.6,0,101.86,60.2,26.0,0,5.0,0
2021-06-12,North_Zone,74.3,0,101.1,49.6,31.3,0,5.0,0
2021-06-13,North_Zone,83.8,0,100.01,58.0,36.4,0,5.0,0
2021-06-14,North_Zone,79.0,0,101.78,57.9,37.4,0,5.0,0
2021-06-15,North_Zone,75.4,0,100.7,57.4,30.4,0,5.0,0
2021-06-16,North_Zone,82.7,0,100.85,61.6,30.4,0,5.0,0
2021-06-17,North_Zone,77.9,0,99.45,57.0,33.1,0,5.0,0
2021-06-18,North_Zone,82.2,0,98.94,47.3,34.0,0,5.0,0
2021-06-19,North_Zone,82.1,0,98.86,54.9,34.0,0,5.0,0
2021-06-20,North_Zone,79.3,0,102.48,46.4,31.8,0,5.0,0
2021-06-21,North_Zone,74.2,0,99.53,52.4,32.2,0,5.0,0
2021-06-22,North_Zone,76.3,0,100.39,51.5,32.6,0,5.0,0
2021-06-23,North_Zone,88.8,0,100.75,55.9,21.9,0,5.0,0
2021-06-24,North_Zone,76.3,0,100.24,49.8,32.0,0,5.0,0
2021-06-25,North_Zone,77.2,0,100.07,49.9,37.9,0,5.0,0
2021-06-26,North_Zone,76.6,0,100.01,55.0,41.0,0,5.0,0
2021-06-27,North_Zone,75.2,0,100.63,58.0,39.9,0,5.0,0
2021-06-28,North_Zone,80.1,0,99.08,52.6,34.5,0,5.0,0
2021-06-29,North_Zone,74.0,0,99.65,62.2,28.1,0,5.0,0
2021-06-30,North_Zone,75.5,0,97.75,50.7,31.3,0,5.0,0
2021-07-01,North_Zone,78.9,0,98.15,55.0,30.2,0,5.0,0
2021-07-02,North_Zone,77.2,0,98.68,53.8,27.0,0,5.0,0
2021-07-03,North_Zone,78.5,0,100.8,51.9,29.3,0,5.0,0
2021-07-04,North_Zone,77.9,0,99.64,58.1,30.4,0,5.0,0
2021-07-05,North_Zone,74.5,0,100.58,49.7,27.0,0,5.0,0
2021-07-06,North_Zone,82.4,0,100.23,44.8,38.7,0,5.0,0
2021-07-07,North_Zone,81.4,0,100.07,52.5,37.0,0,5.0,0
2021-07-08,North_Zone,75.1,0,98.83,51.5,33.8,0,5.0,0
2021-07-09,North_Zone,79.4,0,99.82,57.2,35.9,0,5.0,0
2021-07-10,North_Zone,76.5,0,99.96,48.0,35.5,0,5.0,0
2021-07-11,North_Zone,81.3,0,101.88,55.8,30.3,0,5.0,0
2021-07-12,North_Zone,80.6,0,99.29,54.3,43.0,0,5.0,0
2021-07-13,North_Zone,81.8,0,100.34,54.4,30.2,0,5.0,0
2021-07-14,North_Zone,75.2,0,99.45,57.0,25.7,0,5.0,0
2021-07-15,North_Zone,73.9,0,98.84,52.4,34.8,0,5.0,0
2021-07-16,North_Zone,72.4,0,100.38,53.4,36.8,0,5.0,0
2021-07-17,North_Zone,86.0,0,101.36,55.3,32.5,0,5.0,0
2021-07-18,North_Zone,80.7,0,99.7,52.5,40.2,0,5.0,0
2021-07-19,North_Zone,81.7,0,98.72,47.1,34.9,0,5.0,0
2021-07-20,North_Zone,73.7,0,99.84,51.3,29.9,0,5.0,0
2021-07-21,North_Zone,79.9,0,99.62,51.8,31.0,0,5.0,0
2021-07-22,North_Zone,72.8,0,101.53,51.4,34.7,0,5.0,0
2021-07-23,North_Zone,79.4,0,100.02,51.7,34.4,0,5.0,0
2021-07-24,North_Zone,78.1,0,98.31,53.0,40.1,0,5.0,0
2021-07-25,North_Zone,77.1,0,100.49,52.1,38.2,0,5.0,0
2021-07-26,North_Zone,76.4,0,99.96,56.4,26.2,0,5.0,0
2021-07-27,North_Zone,81.5,0,100.09,56.5,33.2,0,5.0,0
2021-07-28,North_Zone,76.4,0,99.56,43.3,27.8,0,5.0,0
2021-07-29,North_Zone,82.1,0,100.1,47.3,41.3,0,5.0,0
2021-07-30,North_Zone,77.9,0,99.5,43.2,29.1,0,5.0,0
2021-07-31,North_Zone,79.1,0,98.77,51.4,35.0,0,5.0,0
2021-08-01,North_Zone,79.7,0,99.13,51.3,30.5,0,5.0,0
2021-08-02,North_Zone,79.4,0,98.85,53.1,24.1,0,5.0,0
2021-08-03,North_Zone,78.7,0,99.28,56.1,27.7,0,5.0,0
2021-08-04,North_Zone,84.5,0,98.99,52.4,32.8,0,5.0,0
2021-08-05,North_Zone,81.4,0,98.57,50.0,36.8,0,5.0,0
2021-08-06,North_Zone,70.3,0,98.67,52.5,36.7,0,5.0,0
2021-08-07,North_Zone,77.4,0,98.82,50.6,27.3,0,5.0,0
2021-08-08,North_Zone,82.5,0,97.02,45.9,35.6,0,5.0,0
2021-08-09,North_Zone,75.6,0,99.79,56.7,38.7,0,5.0,0
2021-08-10,North_Zone,78.0,0,99.09,54.3,36.6,0,5.0,0
2021-08-11,North_Zone,78.2,0,98.1,58.0,32.2,0,5.0,0
2021-08-12,North_Zone,82.8,0,99.28,47.8,34.2,0,5.0,0
2021-08-13,North_Zone,74.9,0,98.16,45.8,34.8,0,5.0,0
2021-08-14,North_Zone,75.3,0,98.13,48.5,41.0,0,5.0,0
2021-08-15,North_Zone,79.5,0,98.99,54.2,42.5,0,5.0,0
2021-08-16,North_Zone,79.0,0,100.02,56.4,37.2,0,5.0,0
2021-08-17,North_Zone,79.6,0,98.84,53.7,34.3,0,5.0,0
2021-08-18,North_Zone,79.0,0,97.77,52.7,33.8,0,5.0,0
2021-08-19,North_Zone,77.6,0,98.17,55.7,34.4,0,5.0,0
2021-08-20,North_Zone,79.7,0,99.34,50.9,35.0,0,5.0,0
2021-08-21,North_Zone,78.6,0,98.88,56.8,31.4,0,5.0,0
2021-08-22,North_Zone,77.3,0,99.41,60.7,43.8,0,5.0,0
2021-08-23,North_Zone,77.8,0,98.82,48.3,30.0,0,5.0,0
2021-08-24,North_Zone,76.4,0,99.18,51.7,40.5,0,5.0,0
2021-08-25,North_Zone,75.9,0,100.4,47.6,23.0,0,5.0,0
2021-08-26,North_Zone,79.7,0,97.01,47.9,32.6,0,5.0,0
