Date,Region,Humidity_pct,Rainfall_mm,Heat_Index_C,Wind_Speed_kmph,UV_Index,Extreme_Weather_Flag
2023-11-07,East_Zone,63.5,0.0,32.5,4.0,5.8,0
2023-11-08,East_Zone,74.9,0.0,26.6,3.6,6.9,0
2023-11-09,East_Zone,73.4,0.0,29.0,2.5,7.3,0
2023-11-10,East_Zone,73.1,0.0,22.3,8.5,6.1,0
2023-11-11,East_Zone,69.9,2.3,20.4,9.6,6.5,0
2023-11-12,East_Zone,66.6,0.0,25.1,5.2,6.3,0
2023-11-13,East_Zone,71.7,0.0,19.4,5.9,6.7,0
2023-11-14,East_Zone,75.5,0.0,22.1,2.6,7.0,0
2023-11-15,East_Zone,68.3,0.0,21.6,6.2,6.2,0
2023-11-16,East_Zone,73.8,1.9,23.9,6.7,5.8,0
2023-11-17,East_Zone,64.0,0.0,26.3,5.3,5.7,0
2023-11-18,East_Zone,70.7,0.0,23.8,7.2,7.0,0
2023-11-19,East_Zone,70.9,0.0,26.0,6.9,5.9,0
2023-11-20,East_Zone,79.8,0.0,39.8,2.8,7.0,0
2023-11-21,East_Zone,63.7,0.0,25.7,9.6,7.0,0
2023-11-22,East_Zone,74.9,0.0,38.5,5.4,6.5,0
2023-11-23,East_Zone,73.4,0.0,22.3,11.0,6.3,0
2023-11-24,East_Zone,71.4,0.0,30.3,7.3,7.2,0
2023-11-25,East_Zone,71.4,0.0,25.4,11.9,6.0,0
2023-11-26,East_Zone,74.0,0.0,23.7,9.5,5.9,0
2023-11-27,East_Zone,71.5,0.0,22.9,6.7,6.3,0
2023-11-28,East_Zone,80.9,0.0,20.6,3.8,7.0,0
2023-11-29,East_Zone,72.2,0.0,19.2,3.9,7.2,0
2023-11-30,East_Zone,77.6,0.0,23.4,7.6,6.4,0
2023-12-01,East_Zone,73.1,0.0,19.4,6.4,3.3,0
2023-12-02,East_Zone,81.5,0.0,10.4,4.2,3.9,0
2023-12-03,East_Zone,71.6,0.0,18.4,8.5,2.7,0
2023-12-04,East_Zone,80.6,0.0,16.2,6.1,3.7,0
2023-12-05,East_Zone,89.9,0.0,8.8,8.5,3.2,0
2023-12-06,East_Zone,77.1,0.0,17.6,3.1,4.4,0
2023-12-07,East_Zone,75.7,0.0,18.8,9.0,4.5,0
2023-12-08,East_Zone,73.2,0.0,15.3,7.5,2.9,0
2023-12-09,East_Zone,79.6,0.0,12.1,9.6,3.5,0
2023-12-10,East_Zone,70.0,0.0,16.7,8.9,3.2,0
2023-12-11,East_Zone,78.4,0.0,8.4,5.7,3.0,0
2023-12-12,East_Zone,79.8,0.1,15.6,5.5,3.9,0
2023-12-13,East_Zone,84.0,0.0,17.6,11.3,3.4,0
2023-12-14,East_Zone,98.1,0.0,6.6,5.1,3.2,0
2023-12-15,East_Zone,78.6,0.0,10.7,8.2,3.9,0
2023-12-16,East_Zone,85.9,0.0,15.4,4.9,4.4,0
2023-12-17,East_Zone,81.1,0.0,13.5,1.0,3.6,0
2023-12-18,East_Zone,79.1,0.0,13.6,2.3,3.5,0
2023-12-19,East_Zone,79.4,0.0,18.0,7.2,3.0,0
2023-12-20,East_Zone,77.4,4.8,18.1,8.1,4.6,0
2023-12-21,East_Zone,78.9,0.0,16.1,7.2,3.9,0
2023-12-22,East_Zone,76.7,0.0,15.5,9.4,3.6,0
2023-12-23,East_Zone,74.2,0.0,11.3,7.2,3.4,0
2023-12-24,East_Zone,70.9,0.0,15.6,3.7,3.7,0
2023-12-25,East_Zone,83.8,0.0,12.4,7.8,3.8,0
2023-12-26,East_Zone,74.0,0.0,21.0,6.5,4.3,0
2023-12-27,East_Zone,76.6,0.0,14.1,4.3,4.4,0
2023-12-28,East_Zone,79.2,0.0,14.8,7.4,3.6,0
2023-12-29,East_Zone,83.1,0.3,14.8,6.2,4.5,0
2023-12-30,East_Zone,81.0,0.0,13.2,4.2,4.0,0
2023-12-31,East_Zone,78.8,0.0,9.9,5.5,3.2,0
2021-01-01,North_Zone,69.2,0.0,16.5,10.2,2.6,0
2021-01-02,North_Zone,70.8,0.7,16.9,10.1,3.6,0
2021-01-03,North_Zone,66.9,0.0,14.3,6.6,4.4,0
2021-01-04,North_Zone,66.0,0.0,19.7,6.2,3.3,0
2021-01-05,North_Zone,71.0,0.0,13.6,1.7,3.5,0
2021-01-06,North_Zone,70.5,0.0,13.6,11.2,3.5,0
2021-01-07,North_Zone,66.7,0.8,15.7,9.1,4.1,0
2021-01-08,North_Zone,70.1,0.0,9.8,8.3,3.0,0
2021-01-09,North_Zone,68.4,0.0,12.0,1.0,2.8,0
2021-01-10,North_Zone,60.1,0.0,12.3,6.1,3.7,0
2021-01-11,North_Zone,64.9,0.0,19.4,5.6,3.3,0
2021-01-12,North_Zone,57.1,0.0,15.2,8.0,2.4,0
2021-01-13,North_Zone,61.0,0.0,13.4,4.6,4.5,0
2021-01-14,North_Zone,72.6,0.0,11.5,5.3,3.9,0
2021-01-15,North_Zone,69.3,0.0,13.2,7.9,4.5,0
2021-01-16,North_Zone,72.5,0.0,13.2,3.7,3.9,0
2021-01-17,North_Zone,62.6,0.0,15.0,4.3,3.9,0
2021-01-18,North_Zone,56.7,0.0,17.5,6.6,3.8,0
2021-01-19,North_Zone,62.4,0.0,15.6,10.0,3.4,0
2021-01-20,North_Zone,66.9,2.4,11.0,8.4,3.6,0
2021-01-21,North_Zone,63.1,0.0,17.2,9.2,3.3,0
2021-01-22,North_Zone,69.8,0.0,14.7,6.2,2.8,0
2021-01-23,North_Zone,64.8,8.2,10.6,10.5,3.1,0
2021-01-24,North_Zone,66.6,0.0,13.6,1.0,4.2,0
2021-01-25,North_Zone,58.5,0.0,16.0,12.1,2.8,0
2021-01-26,North_Zone,65.7,3.4,16.0,12.5,2.8,0
2021-01-27,North_Zone,65.2,0.0,13.0,7.4,3.8,0
2021-01-28,North_Zone,58.4,0.0,18.1,8.5,3.4,0
2021-01-29,North_Zone,64.3,0.0,12.5,5.9,3.7,0
2021-01-30,North_Zone,62.5,0.7,16.0,5.4,4.1,0
2021-01-31,North_Zone,63.5,0.0,13.6,4.2,3.7,0
2021-02-01,North_Zone,74.8,2.7,11.7,5.9,3.0,0
2021-02-02,North_Zone,62.1,0.0,17.4,7.7,4.4,0
2021-02-03,North_Zone,62.9,0.0,14.8,7.3,3.9,0
2021-02-04,North_Zone,52.9,0.0,16.1,12.0,3.6,0
2021-02-05,North_Zone,58.9,3.5,16.1,6.3,3.5,0
2021-02-06,North_Zone,62.7,5.9,14.9,1.5,3.7,0
2021-02-07,North_Zone,65.3,0.0,7.1,10.9,2.9,0
2021-02-08,North_Zone,70.7,0.0,15.3,2.3,2.5,0
2021-02-09,North_Zone,63.0,0.0,15.3,4.3,4.0,0
2021-02-10,North_Zone,70.9,0.0,14.3,6.8,3.9,0
2021-02-11,North_Zone,61.7,0.0,19.4,7.3,2.3,0
2021-02-12,North_Zone,65.6,0.5,12.6,1.7,3.7,0
2021-02-13,North_Zone,61.9,0.0,17.7,3.8,4.7,0
2021-02-14,North_Zone,65.0,0.0,13.4,1.6,2.7,0
2021-02-15,North_Zone,72.4,0.0,15.3,7.9,3.5,0
2021-02-16,North_Zone,53.7,0.0,12.9,9.6,3.3,0
2021-02-17,North_Zone,54.7,0.0,13.8,2.3,4.4,0
2021-02-18,North_Zone,60.7,0.0,15.9,9.0,4.2,0
2021-02-19,North_Zone,64.1,0.4,15.0,8.8,3.0,0
2021-02-20,North_Zone,70.0,0.0,10.8,4.0,3.5,0
2021-02-21,North_Zone,67.0,0.0,14.0,1.0,4.8,0
2021-02-22,North_Zone,62.4,0.0,14.5,2.8,3.1,0
2021-02-23,North_Zone,65.7,0.0,20.7,4.2,3.8,0
2021-02-24,North_Zone,68.7,0.0,15.8,10.6,3.8,0
2021-02-25,North_Zone,68.4,0.0,9.2,5.6,2.8,0
2021-02-26,North_Zone,68.7,0.0,15.2,3.0,4.6,0
2021-02-27,North_Zone,65.7,0.0,14.4,6.4,3.2,0
2021-02-28,North_Zone,61.3,0.0,14.9,2.1,2.7,0
2021-03-01,North_Zone,28.7,0.0,41.8,7.5,9.4,0
2021-03-02,North_Zone,30.5,0.0,30.6,3.1,9.7,0
2021-03-03,North_Zone,26.6,0.2,37.3,3.5,9.1,0
2021-03-04,North_Zone,36.6,0.5,33.1,7.1,9.6,0
2021-03-05,North_Zone,15.5,0.0,33.0,11.3,9.9,0
2021-03-06,North_Zone,20.9,0.0,33.2,12.6,8.8,0
2021-03-07,North_Zone,24.6,0.0,29.1,2.9,9.0,0
2021-03-08,North_Zone,24.7,3.1,37.1,4.2,9.8,0
2021-03-09,North_Zone,28.6,0.0,30.6,7.5,9.8,0
2021-03-10,North_Zone,21.3,0.0,31.7,9.5,9.1,0
2021-03-11,North_Zone,22.5,0.0,34.5,1.0,9.6,0
2021-03-12,North_Zone,24.5,0.0,32.1,6.3,9.3,0
2021-03-13,North_Zone,39.7,3.7,39.0,4.5,10.0,0
2021-03-14,North_Zone,33.9,0.0,45.4,1.0,10.1,0
2021-03-15,North_Zone,25.3,0.0,35.1,2.0,9.3,0
2021-03-16,North_Zone,25.6,0.0,35.0,4.3,9.8,0
2021-03-17,North_Zone,21.5,0.0,34.7,6.2,9.3,0
2021-03-18,North_Zone,18.0,0.0,33.6,9.0,9.8,0
2021-03-19,North_Zone,30.3,0.0,29.0,7.1,9.5,0
2021-03-20,North_Zone,24.8,0.0,30.3,8.8,10.8,0
2021-03-21,North_Zone,25.2,0.0,39.4,6.1,9.5,0
2021-03-22,North_Zone,22.1,0.0,29.6,3.9,9.2,0
2021-03-23,North_Zone,26.4,0.0,29.8,5.4,8.9,0
2021-03-24,North_Zone,26.6,0.0,39.2,8.1,9.1,0
2021-03-25,North_Zone,29.8,0.0,34.8,9.1,9.2,0
2021-03-26,North_Zone,33.4,0.0,28.5,5.6,9.6,0
2021-03-27,North_Zone,24.0,0.0,29.0,3.2,9.7,0
2021-03-28,North_Zone,32.6,0.0,34.5,7.0,9.7,0
2021-03-29,North_Zone,26.0,1.0,30.0,7.4,9.2,0
2021-03-30,North_Zone,33.4,0.0,30.4,9.7,9.0,0
2021-03-31,North_Zone,27.5,0.8,35.2,4.0,9.0,0
2021-04-01,North_Zone,20.6,0.0,34.2,4.0,9.2,0
2021-04-02,North_Zone,23.9,0.0,39.4,8.3,8.9,0
2021-04-03,North_Zone,27.7,0.0,39.5,4.8,10.5,0
2021-04-04,North_Zone,33.3,0.0,30.3,4.7,10.4,0
2021-04-05,North_Zone,25.1,0.0,38.9,9.8,8.5,0
2021-04-06,North_Zone,34.9,0.0,37.9,1.9,9.7,0
2021-04-07,North_Zone,33.0,0.0,35.5,12.2,9.7,0
2021-04-08,North_Zone,23.3,0.0,41.6,4.2,9.9,0
2021-04-09,North_Zone,28.6,0.0,43.1,8.6,9.4,0
2021-04-10,North_Zone,37.1,0.0,38.0,5.7,10.2,0
2021-04-11,North_Zone,40.6,10.4,30.2,6.8,9.5,0
2021-04-12,North_Zone,21.4,0.0,34.0,5.2,10.2,0
2021-04-13,North_Zone,23.5,0.9,33.3,8.6,9.0,0
2021-04-14,North_Zone,39.7,0.0,27.5,5.0,8.3,0
2021-04-15,North_Zone,23.7,3.8,31.6,4.3,9.7,0
2021-04-16,North_Zone,23.5,2.3,29.6,11.4,8.7,0
2021-04-17,North_Zone,21.8,0.0,41.8,6.1,10.4,0
2021-04-18,North_Zone,28.8,0.0,37.7,4.0,8.3,0
2021-04-19,North_Zone,21.7,0.0,47.6,1.5,9.7,1
2021-04-20,North_Zone,21.4,0.0,40.6,11.6,9.4,0
2021-04-21,North_Zone,24.6,0.0,33.8,4.3,9.3,0
2021-04-22,North_Zone,21.9,0.0,38.8,12.2,9.9,0
2021-04-23,North_Zone,24.7,0.0,31.6,7.2,9.6,0
2021-04-24,North_Zone,41.3,0.0,32.4,6.4,9.7,0
2021-04-25,North_Zone,30.3,0.0,32.9,6.5,9.9,0
2021-04-26,North_Zone,31.7,0.0,37.1,12.6,9.5,0
2021-04-27,North_Zone,23.3,0.0,38.6,1.0,11.0,0
2021-04-28,North_Zone,26.2,0.0,36.0,6.6,10.4,0
2021-04-29,North_Zone,27.6,0.2,28.3,5.2,9.0,0
2021-04-30,North_Zone,16.5,1.7,29.9,5.4,9.3,0
2021-05-01,North_Zone,21.6,2.5,32.2,6.4,9.3,0
2021-05-02,North_Zone,19.0,0.0,32.8,5.2,9.7,0
2021-05-03,North_Zone,19.9,0.0,28.1,6.6,8.7,0
2021-05-04,North_Zone,26.8,0.0,26.3,5.9,8.6,0
2021-05-05,North_Zone,30.9,1.3,46.0,2.1,8.5,0
2021-05-06,North_Zone,28.1,0.0,33.6,7.1,9.2,0
2021-05-07,North_Zone,34.3,0.0,36.0,8.1,10.1,0
2021-05-08,North_Zone,29.1,0.0,36.9,4.4,9.5,0
2021-05-09,North_Zone,32.4,0.0,34.0,11.6,9.4,0
2021-05-10,North_Zone,21.9,1.0,36.6,10.0,9.8,0
2021-05-11,North_Zone,35.2,0.0,26.9,8.5,8.5,0
2021-05-12,North_Zone,33.1,0.0,31.8,8.5,9.4,0
2021-05-13,North_Zone,23.5,0.0,37.1,6.1,10.2,0
2021-05-14,North_Zone,29.7,0.0,37.3,9.4,9.8,0
2021-05-15,North_Zone,32.0,0.0,32.4,10.7,10.0,0
2021-05-16,North_Zone,23.2,0.0,38.1,8.4,10.4,0
2021-05-17,North_Zone,23.9,1.0,30.7,4.3,9.8,0
2021-05-18,North_Zone,19.8,0.0,37.7,5.9,9.3,0
2021-05-19,North_Zone,27.6,0.0,36.2,7.7,9.4,0
2021-05-20,North_Zone,31.1,0.0,31.5,8.5,10.5,0
2021-05-21,North_Zone,22.7,0.0,36.2,5.8,9.8,0
2021-05-22,North_Zone,32.5,0.0,27.1,4.3,9.2,0
2021-05-23,North_Zone,32.5,0.0,31.5,10.8,8.8,0
2021-05-24,North_Zone,27.4,0.0,44.2,2.8,9.8,0
2021-05-25,North_Zone,36.7,0.0,33.7,3.2,9.8,0
2021-05-26,North_Zone,34.4,0.0,35.7,2.0,9.5,0
2021-05-27,North_Zone,24.3,1.2,31.2,3.2,9.1,0
2021-05-28,North_Zone,37.0,0.0,34.7,9.7,9.3,0
2021-05-29,North_Zone,26.0,0.0,32.5,9.8,10.2,0
2021-05-30,North_Zone,28.7,0.0,47.7,5.8,10.3,0
2021-05-31,North_Zone,32.7,0.0,27.1,7.5,9.5,0
2021-06-01,North_Zone,74.0,1.4,40.7,14.0,6.1,0
2021-06-02,North_Zone,67.8,4.4,35.2,10.4,5.1,0
2021-06-03,North_Zone,78.6,1.2,25.9,20.7,5.7,0
2021-06-04,North_Zone,74.2,0.0,21.7,18.1,6.0,0
2021-06-05,North_Zone,83.6,45.6,30.3,15.1,5.4,0
2021-06-06,North_Zone,84.7,0.0,38.4,11.4,6.3,0
2021-06-07,North_Zone,75.0,9.8,28.7,13.3,5.9,0
2021-06-08,North_Zone,78.7,3.9,36.4,11.9,6.2,0
2021-06-09,North_Zone,72.5,6.0,39.8,14.3,5.9,0
2021-06-10,North_Zone,76.3,0.0,26.0,14.9,6.1,0
2021-06-11,North_Zone,85.7,65.1,21.9,13.0,4.5,1
2021-06-12,North_Zone,78.5,43.6,29.8,9.6,5.6,0
2021-06-13,North_Zone,88.1,0.0,26.0,20.4,6.0,0
2021-06-14,North_Zone,73.5,31.0,41.1,14.7,6.0,0
2021-06-15,North_Zone,82.3,9.6,36.8,15.4,6.4,0
2021-06-16,North_Zone,81.3,0.0,23.7,12.7,5.3,0
2021-06-17,North_Zone,82.8,4.7,30.0,9.3,5.3,0
2021-06-18,North_Zone,75.8,9.4,31.9,13.8,4.7,0
2021-06-19,North_Zone,77.1,46.1,35.2,13.0,5.6,0
2021-06-20,North_Zone,73.5,0.0,51.6,16.1,6.3,0
2021-06-21,North_Zone,74.8,85.8,28.7,16.7,6.0,1
2021-06-22,North_Zone,79.4,0.0,42.7,16.3,5.0,0
2021-06-23,North_Zone,81.6,2.1,31.6,17.0,6.3,0
2021-06-24,North_Zone,83.8,21.9,23.6,19.4,4.8,0
2021-06-25,North_Zone,86.2,65.7,31.7,15.2,5.6,1
2021-06-26,North_Zone,83.6,51.5,42.5,17.3,5.5,0
2021-06-27,North_Zone,79.7,7.0,22.3,15.5,5.6,0
2021-06-28,North_Zone,79.0,2.5,36.5,8.3,5.8,0
2021-06-29,North_Zone,73.8,2.4,36.5,13.5,6.2,0
2021-06-30,North_Zone,77.1,0.0,37.1,11.4,6.9,0
2021-07-01,North_Zone,75.3,6.3,31.0,14.7,5.9,0
2021-07-02,North_Zone,85.8,8.8,35.7,11.6,5.3,0
2021-07-03,North_Zone,79.4,24.8,34.6,15.8,6.0,0
2021-07-04,North_Zone,76.6,8.4,33.5,16.9,6.9,0
2021-07-05,North_Zone,88.6,0.0,20.6,17.6,5.7,0
2021-07-06,North_Zone,67.5,4.7,29.8,18.9,6.2,0
2021-07-07,North_Zone,67.6,4.4,31.9,9.0,4.7,0
2021-07-08,North_Zone,79.5,0.0,46.0,10.4,6.1,0
2021-07-09,North_Zone,79.0,8.2,29.9,22.8,5.4,0
2021-07-10,North_Zone,81.9,0.0,23.9,17.0,5.0,0
2021-07-11,North_Zone,69.6,0.0,38.0,14.7,5.8,0
2021-07-12,North_Zone,79.6,14.5,25.5,14.1,5.6,0
2021-07-13,North_Zone,87.8,46.8,35.6,13.8,5.3,0
2021-07-14,North_Zone,82.1,4.1,33.2,8.2,5.8,0
2021-07-15,North_Zone,78.7,0.0,33.2,11.7,5.6,0
2021-07-16,North_Zone,74.1,5.6,39.2,13.7,6.2,0
2021-07-17,North_Zone,78.1,1.0,24.9,11.9,5.6,0
2021-07-18,North_Zone,64.9,47.3,40.0,12.2,6.1,0
2021-07-19,North_Zone,80.3,15.2,29.1,21.7,6.2,0
2021-07-20,North_Zone,85.5,0.0,22.8,13.2,5.7,0
2021-07-21,North_Zone,68.7,54.1,36.4,14.8,5.8,0
2021-07-22,North_Zone,74.5,7.4,32.6,14.7,4.4,0
2021-07-23,North_Zone,73.3,1.9,26.5,15.8,5.9,0
2021-07-24,North_Zone,71.6,0.0,37.8,12.6,5.2,0
2021-07-25,North_Zone,78.5,1.6,31.9,17.7,5.6,0
2021-07-26,North_Zone,68.3,0.0,29.0,15.3,5.8,0
2021-07-27,North_Zone,81.3,0.0,32.3,10.1,6.4,0
2021-07-28,North_Zone,79.9,0.0,42.2,13.7,6.9,0
2021-07-29,North_Zone,77.2,25.5,30.8,13.5,5.1,0
2021-07-30,North_Zone,67.8,32.2,24.7,13.3,4.7,0
2021-07-31,North_Zone,71.9,0.0,36.0,15.5,6.0,0
2021-08-01,North_Zone,80.6,0.0,53.4,15.9,6.1,0
2021-08-02,North_Zone,65.1,0.4,28.0,15.5,4.9,0
2021-08-03,North_Zone,77.9,5.9,25.6,15.0,5.5,0
2021-08-04,North_Zone,74.9,12.6,23.7,14.3,5.8,0
2021-08-05,North_Zone,82.1,0.0,33.0,7.5,4.9,0
2021-08-06,North_Zone,75.0,0.0,30.7,16.3,5.0,0
2021-08-07,North_Zone,79.3,19.5,36.0,15.5,5.3,0
2021-08-08,North_Zone,79.5,19.0,39.4,11.0,5.7,0
2021-08-09,North_Zone,88.7,31.3,25.8,14.8,6.0,0
2021-08-10,North_Zone,78.1,0.0,26.4,15.9,5.4,0
2021-08-11,North_Zone,75.8,8.2,54.3,17.5,6.0,0
2021-08-12,North_Zone,71.9,17.6,26.1,15.5,6.9,0
2021-08-13,North_Zone,82.6,33.3,40.4,15.0,5.2,0
2021-08-14,North_Zone,74.3,0.0,31.5,16.8,5.3,0
2021-08-15,North_Zone,77.1,11.1,25.1,13.1,5.9,0
2021-08-16,North_Zone,75.3,5.3,44.5,15.2,6.5,0
2021-08-17,North_Zone,71.8,11.7,25.6,12.1,5.8,0
2021-08-18,North_Zone,79.7,0.0,30.6,17.3,6.7,0
2021-08-19,North_Zone,85.0,39.1,24.8,9.2,5.7,0
2021-08-20,North_Zone,81.0,11.6,25.7,16.5,4.3,0
2021-08-21,North_Zone,69.8,18.4,32.1,14.1,5.7,0
2021-08-22,North_Zone,75.7,1.5,40.0,16.9,5.5,0
2021-08-23,North_Zone,83.5,0.0,25.4,11.7,6.4,0
2021-08-24,North_Zone,64.6,0.0,47.7,14.3,6.6,0
2021-08-25,North_Zone,73.6,17.8,28.6,14.2,4.6,0
2021-08-26,North_Zone,83.3,0.0,29.6,15.3,6.4,0
2021-08-27,North_Zone,77.0,32.0,43.8,10.9,6.4,0
2021-08-28,North_Zone,83.7,0.0,22.3,15.9,5.2,0
2021-08-29,North_Zone,87.4,10.7,33.6,8.5,5.6,0
2021-08-30,North_Zone,81.2,2.2,29.6,12.0,6.4,0
2021-08-31,North_Zone,82.3,0.0,26.6,9.3,4.4,0
2021-09-01,North_Zone,70.8,0.0,22.9,8.5,6.7,0
2021-09-02,North_Zone,57.0,0.0,21.5,7.2,7.0,0
2021-09-03,North_Zone,57.1,0.0,16.5,7.4,6.0,0
2021-09-04,North_Zone,58.0,0.0,25.2,10.4,6.9,0
2021-09-05,North_Zone,58.4,0.0,24.7,5.1,6.5,0
2021-09-06,North_Zone,55.3,0.0,21.8,7.8,5.9,0
2021-09-07,North_Zone,50.5,0.0,25.6,6.2,6.0,0
2021-09-08,North_Zone,64.5,0.0,34.0,5.7,7.2,0
2021-09-09,North_Zone,56.6,0.0,27.6,9.9,6.2,0
2021-09-10,North_Zone,54.0,0.0,22.3,12.2,5.5,0
2021-09-11,North_Zone,60.7,0.0,24.8,4.7,6.6,0
2021-09-12,North_Zone,56.9,0.0,22.6,8.5,6.1,0
2021-09-13,North_Zone,58.1,0.0,19.4,7.0,5.5,0
2021-09-14,North_Zone,61.5,0.0,20.6,7.0,6.3,0
2021-09-15,North_Zone,45.1,2.4,33.9,6.7,7.3,0
2021-09-16,North_Zone,58.6,0.0,23.6,5.0,6.4,0
2021-09-17,North_Zone,67.2,1.8,22.2,1.0,5.7,0
2021-09-18,North_Zone,57.0,0.0,28.2,10.6,6.9,0
2021-09-19,North_Zone,56.0,0.0,21.8,3.9,7.0,0
2021-09-20,North_Zone,57.2,0.0,18.7,5.3,7.5,0
2021-09-21,North_Zone,54.2,0.0,24.5,5.3,7.3,0
2021-09-22,North_Zone,54.4,2.2,25.5,3.6,5.9,0
2021-09-23,North_Zone,55.0,0.0,23.6,6.7,6.9,0
2021-09-24,North_Zone,62.3,0.0,22.2,5.9,6.5,0
2021-09-25,North_Zone,48.5,0.0,23.0,3.9,5.7,0
2021-09-26,North_Zone,60.0,1.4,25.6,6.4,6.7,0
2021-09-27,North_Zone,58.7,0.0,17.4,5.9,7.3,0
2021-09-28,North_Zone,59.0,0.0,23.2,8.8,7.1,0
2021-09-29,North_Zone,51.4,0.0,23.2,2.0,5.8,0
2021-09-30,North_Zone,64.4,0.0,22.0,3.6,6.4,0
2021-10-01,North_Zone,60.9,0.0,28.4,8.2,6.9,0
2021-10-02,North_Zone,60.8,0.0,25.0,4.1,5.5,0
2021-10-03,North_Zone,47.4,0.0,27.0,3.3,5.6,0
2021-10-04,North_Zone,63.4,0.0,19.6,4.2,6.3,0
2021-10-05,North_Zone,57.7,0.0,25.5,5.7,6.6,0
2021-10-06,North_Zone,48.3,0.0,24.5,5.7,5.4,0
2021-10-07,North_Zone,58.5,0.0,20.7,5.4,6.5,0
2021-10-08,North_Zone,58.3,0.0,24.2,2.9,7.1,0
2021-10-09,North_Zone,60.0,1.2,23.0,8.3,6.3,0
2021-10-10,North_Zone,58.0,0.0,23.2,10.0,6.4,0
2021-10-11,North_Zone,58.8,0.0,22.7,1.0,6.7,0
2021-10-12,North_Zone,62.4,0.0,26.6,1.3,6.8,0
2021-10-13,North_Zone,65.7,0.0,19.1,9.0,5.2,0
2021-10-14,North_Zone,45.4,0.0,18.7,10.7,5.6,0
2021-10-15,North_Zone,54.7,0.0,24.5,1.0,6.2,0
2021-10-16,North_Zone,55.6,0.0,24.3,8.4,5.9,0
2021-10-17,North_Zone,47.4,0.0,24.7,10.9,7.4,0
2021-10-18,North_Zone,53.7,0.1,31.0,3.4,7.1,0
2021-10-19,North_Zone,62.5,0.0,24.6,10.7,5.8,0
2021-10-20,North_Zone,53.0,1.8,21.0,5.5,6.2,0
2021-10-21,North_Zone,53.7,0.0,34.5,6.9,7.5,0
2021-10-22,North_Zone,52.3,0.0,23.5,3.8,6.0,0
2021-10-23,North_Zone,51.7,0.0,26.6,9.0,7.1,0
2021-10-24,North_Zone,66.3,0.0,20.1,8.5,7.1,0
2021-10-25,North_Zone,56.6,0.0,19.5,11.2,7.0,0
2021-10-26,North_Zone,59.3,0.0,23.3,10.3,6.5,0
2021-10-27,North_Zone,45.8,0.0,26.4,6.0,7.3,0
2021-10-28,North_Zone,62.6,0.0,32.4,15.3,6.4,0
2021-10-29,North_Zone,61.5,1.6,20.9,10.1,7.8,0
2021-10-30,North_Zone,56.2,0.0,23.2,7.6,6.6,0
2021-10-31,North_Zone,59.5,0.0,24.0,3.0,7.1,0
2021-11-01,North_Zone,49.6,0.0,24.0,1.4,6.2,0
2021-11-02,North_Zone,62.7,0.0,23.7,1.7,6.7,0
2021-11-03,North_Zone,55.0,0.0,23.9,3.2,6.8,0
2021-11-04,North_Zone,53.1,0.0,29.0,10.1,6.1,0
2021-11-05,North_Zone,51.9,1.4,28.3,7.5,6.1,0
2021-11-06,North_Zone,53.2,0.0,24.9,4.2,6.4,0
2021-11-07,North_Zone,62.6,0.0,19.8,5.6,6.9,0
2021-11-08,North_Zone,58.5,0.0,22.9,5.2,5.3,0
2021-11-09,North_Zone,58.2,0.0,27.7,8.4,6.4,0
2021-11-10,North_Zone,57.8,0.0,21.9,3.4,7.1,0
2021-11-11,North_Zone,60.1,0.0,22.4,7.0,5.6,0
2021-11-12,North_Zone,55.2,0.0,22.9,6.9,7.1,0
2021-11-13,North_Zone,66.5,0.0,26.1,3.5,5.9,0
2021-11-14,North_Zone,45.8,0.0,29.1,10.8,6.1,0
2021-11-15,North_Zone,61.8,0.0,25.8,5.1,6.5,0
2021-11-16,North_Zone,66.4,0.0,19.0,3.0,7.3,0
2021-11-17,North_Zone,53.3,0.0,22.4,8.6,6.0,0
2021-11-18,North_Zone,65.4,0.0,29.9,6.2,5.6,0
2021-11-19,North_Zone,63.9,0.0,20.2,7.2,5.4,0
2021-11-20,North_Zone,64.6,0.0,18.7,2.4,6.7,0
2021-11-21,North_Zone,57.7,0.0,22.4,8.4,5.6,0
2021-11-22,North_Zone,53.8,6.1,27.6,12.5,7.3,0
2021-11-23,North_Zone,56.2,0.0,22.9,2.2,6.4,0
2021-11-24,North_Zone,54.7,0.0,32.7,7.1,6.8,0
2021-11-25,North_Zone,63.3,0.0,24.5,3.6,6.7,0
2021-11-26,North_Zone,59.8,0.0,20.1,14.1,5.8,0
2021-11-27,North_Zone,51.7,0.0,24.6,9.7,6.6,0
2021-11-28,North_Zone,57.1,0.0,32.3,6.8,6.0,0
2021-11-29,North_Zone,60.7,0.0,24.8,2.3,7.3,0
2021-11-30,North_Zone,61.7,0.0,21.0,3.0,5.7,0
2021-12-01,North_Zone,71.0,0.0,9.5,8.2,3.5,0
2021-12-02,North_Zone,63.8,0.0,13.1,1.9,2.8,0
2021-12-03,North_Zone,58.4,1.1,16.6,2.0,3.3,0
2021-12-04,North_Zone,59.3,0.0,15.6,6.0,3.3,0
2021-12-05,North_Zone,56.9,1.9,13.2,6.4,5.2,0
2021-12-06,North_Zone,66.9,0.0,12.2,7.1,3.4,0
2021-12-07,North_Zone,65.3,0.0,12.1,4.7,2.9,0
2021-12-08,North_Zone,63.5,0.0,12.2,8.8,3.1,0
2021-12-09,North_Zone,48.3,0.0,16.5,3.4,2.7,0
