Date,Region,Climate_Zone,Temp_Anomaly_C,Drought_Index,Air_Quality_Index,Water_Stress_Index
2021-02-25,North_Zone,Semi_Arid,0.261,0.594,198.0,0.715
2021-02-26,North_Zone,Semi_Arid,0.025,0.59,213.0,0.732
2021-02-27,North_Zone,Semi_Arid,-0.124,0.474,210.0,0.745
2021-02-28,North_Zone,Semi_Arid,-0.084,0.613,190.0,0.778
2021-03-01,North_Zone,Semi_Arid,-0.094,0.768,149.0,0.832
2021-03-02,North_Zone,Semi_Arid,-0.083,0.803,152.0,0.8
2021-03-03,North_Zone,Semi_Arid,0.054,0.802,137.0,0.817
2021-03-04,North_Zone,Semi_Arid,-0.111,0.597,120.0,0.766
2021-03-05,North_Zone,Semi_Arid,-0.033,0.829,129.0,0.804
2021-03-06,North_Zone,Semi_Arid,0.114,0.811,133.0,0.793
2021-03-07,North_Zone,Semi_Arid,-0.052,0.819,140.0,0.76
2021-03-08,North_Zone,Semi_Arid,0.067,0.789,169.0,0.793
2021-03-09,North_Zone,Semi_Arid,-0.168,0.803,156.0,0.798
2021-03-10,North_Zone,Semi_Arid,-0.037,0.81,125.0,0.837
2021-03-11,North_Zone,Semi_Arid,-0.089,0.816,173.0,0.841
2021-03-12,North_Zone,Semi_Arid,0.03,0.829,139.0,0.812
2021-03-13,North_Zone,Semi_Arid,-0.103,0.817,152.0,0.866
2021-03-14,North_Zone,Semi_Arid,0.207,0.911,123.0,0.833
2021-03-15,North_Zone,Semi_Arid,-0.164,0.756,132.0,0.82
2021-03-16,North_Zone,Semi_Arid,0.114,0.778,159.0,0.791
2021-03-17,North_Zone,Semi_Arid,0.088,0.902,124.0,0.791
2021-03-18,North_Zone,Semi_Arid,0.031,0.791,141.0,0.785
2021-03-19,North_Zone,Semi_Arid,0.005,0.856,148.0,0.858
2021-03-20,North_Zone,Semi_Arid,0.185,0.808,122.0,0.794
2021-03-21,North_Zone,Semi_Arid,0.247,0.786,108.0,0.783
2021-03-22,North_Zone,Semi_Arid,-0.021,0.859,156.0,0.815
2021-03-23,North_Zone,Semi_Arid,0.016,0.831,192.0,0.796
2021-03-24,North_Zone,Semi_Arid,-0.055,0.708,148.0,0.813
2021-03-25,North_Zone,Semi_Arid,-0.117,0.81,152.0,0.859
2021-03-26,North_Zone,Semi_Arid,0.046,0.74,124.0,0.785
2021-03-27,North_Zone,Semi_Arid,0.025,0.876,166.0,0.835
2021-03-28,North_Zone,Semi_Arid,-0.161,0.905,133.0,0.855
2021-03-29,North_Zone,Semi_Arid,0.046,0.912,161.0,0.831
2021-03-30,North_Zone,Semi_Arid,0.028,0.821,151.0,0.779
2021-03-31,North_Zone,Semi_Arid,-0.06,0.772,151.0,0.781
2021-04-01,North_Zone,Semi_Arid,-0.067,0.819,151.0,0.817
2021-04-02,North_Zone,Semi_Arid,0.042,0.744,150.0,0.798
2021-04-03,North_Zone,Semi_Arid,0.161,0.941,145.0,0.781
2021-04-04,North_Zone,Semi_Arid,0.04,0.872,157.0,0.805
2021-04-05,North_Zone,Semi_Arid,0.078,0.818,127.0,0.782
2021-04-06,North_Zone,Semi_Arid,-0.083,0.86,136.0,0.841
2021-04-07,North_Zone,Semi_Arid,-0.041,0.77,166.0,0.772
2021-04-08,North_Zone,Semi_Arid,0.061,0.734,143.0,0.77
2021-04-09,North_Zone,Semi_Arid,-0.136,0.667,134.0,0.752
2021-04-10,North_Zone,Semi_Arid,0.021,0.805,159.0,0.825
2021-04-11,North_Zone,Semi_Arid,0.049,0.788,155.0,0.826
2021-04-12,North_Zone,Semi_Arid,-0.004,0.831,117.0,0.823
2021-04-13,North_Zone,Semi_Arid,0.032,0.801,153.0,0.833
2021-04-14,North_Zone,Semi_Arid,0.006,0.828,142.0,0.844
2021-04-15,North_Zone,Semi_Arid,-0.062,0.849,153.0,0.758
2021-04-16,North_Zone,Semi_Arid,-0.118,0.712,140.0,0.796
2021-04-17,North_Zone,Semi_Arid,-0.009,0.852,148.0,0.802
2021-04-18,North_Zone,Semi_Arid,0.13,0.776,107.0,0.756
2021-04-19,North_Zone,Semi_Arid,0.102,0.831,124.0,0.798
2021-04-20,North_Zone,Semi_Arid,-0.035,0.861,153.0,0.837
2021-04-21,North_Zone,Semi_Arid,-0.037,0.862,187.0,0.859
2021-04-22,North_Zone,Semi_Arid,-0.044,0.808,147.0,0.762
2021-04-23,North_Zone,Semi_Arid,-0.044,0.811,128.0,0.821
2021-04-24,North_Zone,Semi_Arid,0.029,0.854,142.0,0.872
2021-04-25,North_Zone,Semi_Arid,0.106,0.71,124.0,0.832
2021-04-26,North_Zone,Semi_Arid,0.226,0.743,162.0,0.682
2021-04-27,North_Zone,Semi_Arid,-0.083,0.783,141.0,0.861
2021-04-28,North_Zone,Semi_Arid,0.065,0.72,159.0,0.809
2021-04-29,North_Zone,Semi_Arid,0.054,0.784,137.0,0.727
2021-04-30,North_Zone,Semi_Arid,-0.033,0.78,161.0,0.772
2021-05-01,North_Zone,Semi_Arid,-0.103,0.805,111.0,0.839
2021-05-02,North_Zone,Semi_Arid,0.028,0.797,140.0,0.81
2021-05-03,North_Zone,Semi_Arid,0.212,0.864,150.0,0.799
2021-05-04,North_Zone,Semi_Arid,0.027,0.834,135.0,0.81
2021-05-05,North_Zone,Semi_Arid,-0.079,0.796,146.0,0.815
2021-05-06,North_Zone,Semi_Arid,-0.016,0.78,146.0,0.778
2021-05-07,North_Zone,Semi_Arid,-0.114,0.797,159.0,0.795
2021-05-08,North_Zone,Semi_Arid,0.002,0.798,151.0,0.826
2021-05-09,North_Zone,Semi_Arid,0.068,0.951,147.0,0.817
2021-05-10,North_Zone,Semi_Arid,-0.069,0.713,156.0,0.738
2021-05-11,North_Zone,Semi_Arid,-0.326,0.744,116.0,0.767
2021-05-12,North_Zone,Semi_Arid,0.028,0.736,126.0,0.757
2021-05-13,North_Zone,Semi_Arid,-0.05,0.816,115.0,0.786
2021-05-14,North_Zone,Semi_Arid,-0.075,0.814,150.0,0.752
2021-05-15,North_Zone,Semi_Arid,-0.076,0.766,147.0,0.799
2021-05-16,North_Zone,Semi_Arid,0.04,0.854,165.0,0.84
2021-05-17,North_Zone,Semi_Arid,-0.041,0.822,146.0,0.781
2021-05-18,North_Zone,Semi_Arid,0.093,0.856,129.0,0.794
2021-05-19,North_Zone,Semi_Arid,0.095,0.872,142.0,0.812
2021-05-20,North_Zone,Semi_Arid,-0.027,0.672,106.0,0.741
2021-05-21,North_Zone,Semi_Arid,-0.052,0.841,133.0,0.84
2021-05-22,North_Zone,Semi_Arid,0.013,0.723,98.0,0.754
2021-05-23,North_Zone,Semi_Arid,-0.015,0.815,146.0,0.788
2021-05-24,North_Zone,Semi_Arid,-0.175,0.796,135.0,0.776
2021-05-25,North_Zone,Semi_Arid,0.191,0.798,138.0,0.83
2021-05-26,North_Zone,Semi_Arid,0.071,0.728,123.0,0.775
2021-05-27,North_Zone,Semi_Arid,-0.046,0.862,128.0,0.875
2021-05-28,North_Zone,Semi_Arid,-0.192,0.723,152.0,0.791
2021-05-29,North_Zone,Semi_Arid,-0.018,0.845,114.0,0.846
2021-05-30,North_Zone,Semi_Arid,-0.059,0.714,149.0,0.769
2021-05-31,North_Zone,Semi_Arid,-0.006,0.799,125.0,0.771
2021-06-01,North_Zone,Semi_Arid,-0.216,0.368,75.0,0.691
2021-06-02,North_Zone,Semi_Arid,-0.047,0.402,127.0,0.68
2021-06-03,North_Zone,Semi_Arid,-0.041,0.163,129.0,0.581
2021-06-04,North_Zone,Semi_Arid,-0.019,0.218,95.0,0.685
2021-06-05,North_Zone,Semi_Arid,-0.024,0.229,95.0,0.658
2021-06-06,North_Zone,Semi_Arid,0.005,0.395,100.0,0.678
2021-06-07,North_Zone,Semi_Arid,0.152,0.256,90.0,0.675
2021-06-08,North_Zone,Semi_Arid,-0.052,0.324,94.0,0.682
2021-06-09,North_Zone,Semi_Arid,-0.091,0.278,113.0,0.712
2021-06-10,North_Zone,Semi_Arid,-0.173,0.188,142.0,0.66
2021-06-11,North_Zone,Semi_Arid,-0.051,0.148,99.0,0.632
2021-06-12,North_Zone,Semi_Arid,-0.14,0.223,123.0,0.677
2021-06-13,North_Zone,Semi_Arid,0.096,0.399,111.0,0.699
2021-06-14,North_Zone,Semi_Arid,-0.01,0.275,75.0,0.674
2021-06-15,North_Zone,Semi_Arid,0.094,0.323,105.0,0.718
2021-06-16,North_Zone,Semi_Arid,0.147,0.175,102.0,0.609
2021-06-17,North_Zone,Semi_Arid,-0.087,0.24,131.0,0.634
2021-06-18,North_Zone,Semi_Arid,-0.035,0.307,132.0,0.664
2021-06-19,North_Zone,Semi_Arid,0.133,0.195,112.0,0.641
2021-06-20,North_Zone,Semi_Arid,0.019,0.256,127.0,0.699
2021-06-21,North_Zone,Semi_Arid,0.052,0.207,102.0,0.609
2021-06-22,North_Zone,Semi_Arid,0.103,0.31,125.0,0.677
2021-06-23,North_Zone,Semi_Arid,0.09,0.284,107.0,0.654
2021-06-24,North_Zone,Semi_Arid,0.041,0.301,125.0,0.726
2021-06-25,North_Zone,Semi_Arid,0.14,0.312,127.0,0.705
2021-06-26,North_Zone,Semi_Arid,-0.007,0.246,118.0,0.669
2021-06-27,North_Zone,Semi_Arid,0.052,0.32,92.0,0.709
2021-06-28,North_Zone,Semi_Arid,-0.018,0.225,97.0,0.617
2021-06-29,North_Zone,Semi_Arid,0.102,0.298,119.0,0.735
2021-06-30,North_Zone,Semi_Arid,-0.07,0.142,121.0,0.61
2021-07-01,North_Zone,Semi_Arid,-0.168,0.215,108.0,0.691
2021-07-02,North_Zone,Semi_Arid,0.065,0.399,99.0,0.716
2021-07-03,North_Zone,Semi_Arid,-0.102,0.297,108.0,0.682
2021-07-04,North_Zone,Semi_Arid,-0.112,0.297,100.0,0.711
2021-07-05,North_Zone,Semi_Arid,0.126,0.211,100.0,0.683
2021-07-06,North_Zone,Semi_Arid,0.097,0.194,140.0,0.652
2021-07-07,North_Zone,Semi_Arid,-0.034,0.244,96.0,0.648
2021-07-08,North_Zone,Semi_Arid,-0.305,0.256,114.0,0.668
2021-07-09,North_Zone,Semi_Arid,0.053,0.375,108.0,0.691
2021-07-10,North_Zone,Semi_Arid,0.066,0.321,83.0,0.691
2021-07-11,North_Zone,Semi_Arid,0.052,0.267,82.0,0.697
2021-07-12,North_Zone,Semi_Arid,0.047,0.264,104.0,0.68
2021-07-13,North_Zone,Semi_Arid,-0.018,0.305,70.0,0.682
2021-07-14,North_Zone,Semi_Arid,-0.041,0.181,138.0,0.626
2021-07-15,North_Zone,Semi_Arid,-0.111,0.145,98.0,0.646
2021-07-16,North_Zone,Semi_Arid,-0.07,0.305,97.0,0.625
2021-07-17,North_Zone,Semi_Arid,0.032,0.264,127.0,0.642
2021-07-18,North_Zone,Semi_Arid,0.034,0.181,102.0,0.663
2021-07-19,North_Zone,Semi_Arid,0.079,0.134,117.0,0.66
2021-07-20,North_Zone,Semi_Arid,-0.141,0.314,95.0,0.678
2021-07-21,North_Zone,Semi_Arid,-0.166,0.229,106.0,0.663
2021-07-22,North_Zone,Semi_Arid,-0.038,0.284,122.0,0.682
2021-07-23,North_Zone,Semi_Arid,-0.102,0.244,89.0,0.681
2021-07-24,North_Zone,Semi_Arid,0.019,0.258,114.0,0.658
2021-07-25,North_Zone,Semi_Arid,-0.131,0.224,62.0,0.627
2021-07-26,North_Zone,Semi_Arid,0.118,0.255,128.0,0.675
2021-07-27,North_Zone,Semi_Arid,-0.082,0.295,95.0,0.732
2021-07-28,North_Zone,Semi_Arid,0.159,0.243,103.0,0.633
2021-07-29,North_Zone,Semi_Arid,0.052,0.24,103.0,0.656
2021-07-30,North_Zone,Semi_Arid,-0.106,0.296,87.0,0.662
2021-07-31,North_Zone,Semi_Arid,0.209,0.3,86.0,0.747
2021-08-01,North_Zone,Semi_Arid,0.027,0.192,114.0,0.619
2021-08-02,North_Zone,Semi_Arid,0.017,0.258,115.0,0.66
2021-08-03,North_Zone,Semi_Arid,-0.007,0.229,89.0,0.646
2021-08-04,North_Zone,Semi_Arid,0.047,0.261,115.0,0.628
2021-08-05,North_Zone,Semi_Arid,0.053,0.346,115.0,0.647
2021-08-06,North_Zone,Semi_Arid,-0.086,0.282,98.0,0.688
2021-08-07,North_Zone,Semi_Arid,-0.021,0.39,82.0,0.719
2021-08-08,North_Zone,Semi_Arid,0.012,0.273,104.0,0.651
2021-08-09,North_Zone,Semi_Arid,0.058,0.25,112.0,0.705
2021-08-10,North_Zone,Semi_Arid,0.06,0.259,104.0,0.597
2021-08-11,North_Zone,Semi_Arid,0.016,0.269,94.0,0.629
2021-08-12,North_Zone,Semi_Arid,-0.055,0.279,113.0,0.645
2021-08-13,North_Zone,Semi_Arid,-0.06,0.2,128.0,0.65
2021-08-14,North_Zone,Semi_Arid,-0.119,0.246,91.0,0.648
2021-08-15,North_Zone,Semi_Arid,0.059,0.217,100.0,0.648
2021-08-16,North_Zone,Semi_Arid,-0.062,0.322,154.0,0.695
2021-08-17,North_Zone,Semi_Arid,-0.019,0.144,110.0,0.68
2021-08-18,North_Zone,Semi_Arid,0.024,0.269,82.0,0.691
2021-08-19,North_Zone,Semi_Arid,0.0,0.169,96.0,0.644
2021-08-20,North_Zone,Semi_Arid,-0.001,0.286,91.0,0.669
2021-08-21,North_Zone,Semi_Arid,-0.09,0.236,112.0,0.692
2021-08-22,North_Zone,Semi_Arid,0.027,0.151,111.0,0.694
2021-08-23,North_Zone,Semi_Arid,-0.031,0.317,94.0,0.698
2021-08-24,North_Zone,Semi_Arid,-0.009,0.109,138.0,0.613
2021-08-25,North_Zone,Semi_Arid,0.116,0.258,107.0,0.672
2021-08-26,North_Zone,Semi_Arid,0.051,0.301,97.0,0.693
2021-08-27,North_Zone,Semi_Arid,-0.057,0.343,83.0,0.669
2021-08-28,North_Zone,Semi_Arid,-0.015,0.163,89.0,0.667
2021-08-29,North_Zone,Semi_Arid,0.16,0.229,83.0,0.665
2021-08-30,North_Zone,Semi_Arid,-0.031,0.325,102.0,0.716
2021-08-31,North_Zone,Semi_Arid,0.004,0.329,89.0,0.653
2021-09-01,North_Zone,Semi_Arid,0.066,0.637,179.0,0.707
2021-09-02,North_Zone,Semi_Arid,0.022,0.714,154.0,0.767
2021-09-03,North_Zone,Semi_Arid,-0.037,0.529,180.0,0.733
2021-09-04,North_Zone,Semi_Arid,-0.074,0.582,174.0,0.691
2021-09-05,North_Zone,Semi_Arid,-0.001,0.539,177.0,0.716
2021-09-06,North_Zone,Semi_Arid,0.066,0.441,181.0,0.749
2021-09-07,North_Zone,Semi_Arid,0.132,0.555,201.0,0.755
2021-09-08,North_Zone,Semi_Arid,-0.147,0.44,150.0,0.714
2021-09-09,North_Zone,Semi_Arid,0.176,0.529,180.0,0.701
2021-09-10,North_Zone,Semi_Arid,-0.029,0.472,172.0,0.756
2021-09-11,North_Zone,Semi_Arid,0.092,0.586,184.0,0.734
2021-09-12,North_Zone,Semi_Arid,-0.074,0.513,167.0,0.731
2021-09-13,North_Zone,Semi_Arid,-0.161,0.453,186.0,0.725
2021-09-14,North_Zone,Semi_Arid,-0.131,0.612,142.0,0.758
2021-09-15,North_Zone,Semi_Arid,-0.033,0.524,147.0,0.776
2021-09-16,North_Zone,Semi_Arid,0.052,0.534,155.0,0.751
2021-09-17,North_Zone,Semi_Arid,0.003,0.501,164.0,0.735
2021-09-18,North_Zone,Semi_Arid,-0.025,0.629,166.0,0.755
2021-09-19,North_Zone,Semi_Arid,0.112,0.576,152.0,0.757
2021-09-20,North_Zone,Semi_Arid,0.0,0.523,147.0,0.724
2021-09-21,North_Zone,Semi_Arid,0.028,0.445,153.0,0.717
2021-09-22,North_Zone,Semi_Arid,0.311,0.711,134.0,0.767
2021-09-23,North_Zone,Semi_Arid,-0.001,0.679,160.0,0.755
2021-09-24,North_Zone,Semi_Arid,-0.07,0.647,164.0,0.734
2021-09-25,North_Zone,Semi_Arid,0.048,0.518,173.0,0.721
2021-09-26,North_Zone,Semi_Arid,0.073,0.53,168.0,0.722
2021-09-27,North_Zone,Semi_Arid,0.03,0.584,197.0,0.801
2021-09-28,North_Zone,Semi_Arid,0.016,0.506,180.0,0.756
2021-09-29,North_Zone,Semi_Arid,0.148,0.501,178.0,0.721
2021-09-30,North_Zone,Semi_Arid,0.136,0.648,172.0,0.749
2021-10-01,North_Zone,Semi_Arid,-0.012,0.557,175.0,0.758
2021-10-02,North_Zone,Semi_Arid,-0.064,0.493,161.0,0.782
2021-10-03,North_Zone,Semi_Arid,0.043,0.617,167.0,0.778
2021-10-04,North_Zone,Semi_Arid,-0.065,0.526,200.0,0.68
2021-10-05,North_Zone,Semi_Arid,0.089,0.441,164.0,0.736
2021-10-06,North_Zone,Semi_Arid,0.042,0.492,141.0,0.754
2021-10-07,North_Zone,Semi_Arid,0.267,0.529,178.0,0.798
2021-10-08,North_Zone,Semi_Arid,0.147,0.573,181.0,0.736
2021-10-09,North_Zone,Semi_Arid,-0.108,0.57,168.0,0.747
2021-10-10,North_Zone,Semi_Arid,-0.052,0.634,131.0,0.772
2021-10-11,North_Zone,Semi_Arid,-0.191,0.546,188.0,0.714
2021-10-12,North_Zone,Semi_Arid,-0.214,0.532,169.0,0.707
2021-10-13,North_Zone,Semi_Arid,0.011,0.635,159.0,0.771
2021-10-14,North_Zone,Semi_Arid,-0.119,0.619,186.0,0.708
2021-10-15,North_Zone,Semi_Arid,0.164,0.547,129.0,0.697
2021-10-16,North_Zone,Semi_Arid,0.116,0.578,167.0,0.769
2021-10-17,North_Zone,Semi_Arid,-0.027,0.531,155.0,0.748
2021-10-18,North_Zone,Semi_Arid,-0.033,0.49,192.0,0.76
2021-10-19,North_Zone,Semi_Arid,0.149,0.692,169.0,0.787
2021-10-20,North_Zone,Semi_Arid,0.171,0.527,149.0,0.732
2021-10-21,North_Zone,Semi_Arid,-0.093,0.578,185.0,0.783
2021-10-22,North_Zone,Semi_Arid,-0.106,0.469,121.0,0.705
2021-10-23,North_Zone,Semi_Arid,-0.03,0.604,174.0,0.741
2021-10-24,North_Zone,Semi_Arid,0.043,0.488,142.0,0.72
2021-10-25,North_Zone,Semi_Arid,-0.051,0.661,157.0,0.779
2021-10-26,North_Zone,Semi_Arid,0.045,0.668,161.0,0.765
2021-10-27,North_Zone,Semi_Arid,0.195,0.594,181.0,0.704
2021-10-28,North_Zone,Semi_Arid,-0.141,0.567,205.0,0.734
2021-10-29,North_Zone,Semi_Arid,-0.045,0.549,133.0,0.736
2021-10-30,North_Zone,Semi_Arid,-0.139,0.557,173.0,0.743
2021-10-31,North_Zone,Semi_Arid,-0.084,0.585,205.0,0.733
2021-11-01,North_Zone,Semi_Arid,-0.029,0.565,155.0,0.756
2021-11-02,North_Zone,Semi_Arid,-0.073,0.619,154.0,0.706
2021-11-03,North_Zone,Semi_Arid,0.052,0.505,169.0,0.739
2021-11-04,North_Zone,Semi_Arid,0.015,0.652,180.0,0.817
2021-11-05,North_Zone,Semi_Arid,0.03,0.535,177.0,0.716
2021-11-06,North_Zone,Semi_Arid,-0.031,0.515,159.0,0.73
2021-11-07,North_Zone,Semi_Arid,-0.021,0.582,151.0,0.738
2021-11-08,North_Zone,Semi_Arid,-0.035,0.586,189.0,0.74
2021-11-09,North_Zone,Semi_Arid,-0.025,0.456,151.0,0.683
2021-11-10,North_Zone,Semi_Arid,0.042,0.531,131.0,0.792
2021-11-11,North_Zone,Semi_Arid,-0.192,0.43,139.0,0.719
2021-11-12,North_Zone,Semi_Arid,0.029,0.519,155.0,0.71
2021-11-13,North_Zone,Semi_Arid,-0.087,0.522,192.0,0.707
2021-11-14,North_Zone,Semi_Arid,-0.034,0.578,144.0,0.746
2021-11-15,North_Zone,Semi_Arid,-0.156,0.513,192.0,0.663
2021-11-16,North_Zone,Semi_Arid,-0.036,0.527,189.0,0.763
2021-11-17,North_Zone,Semi_Arid,0.028,0.638,169.0,0.744
2021-11-18,North_Zone,Semi_Arid,0.046,0.684,119.0,0.783
2021-11-19,North_Zone,Semi_Arid,-0.119,0.505,144.0,0.739
2021-11-20,North_Zone,Semi_Arid,0.041,0.621,154.0,0.784
2021-11-21,North_Zone,Semi_Arid,0.114,0.583,196.0,0.761
2021-11-22,North_Zone,Semi_Arid,-0.049,0.456,155.0,0.736
2021-11-23,North_Zone,Semi_Arid,0.0,0.513,151.0,0.759
2021-11-24,North_Zone,Semi_Arid,-0.207,0.378,168.0,0.685
2021-11-25,North_Zone,Semi_Arid,-0.09,0.579,140.0,0.809
2021-11-26,North_Zone,Semi_Arid,0.027,0.495,165.0,0.734
2021-11-27,North_Zone,Semi_Arid,0.096,0.568,151.0,0.741
2021-11-28,North_Zone,Semi_Arid,-0.06,0.714,213.0,0.753
2021-11-29,North_Zone,Semi_Arid,0.267,0.656,148.0,0.758
2021-11-30,North_Zone,Semi_Arid,0.031,0.514,200.0,0.741
2021-12-01,North_Zone,Semi_Arid,-0.127,0.539,174.0,0.738
2021-12-02,North_Zone,Semi_Arid,0.129,0.678,200.0,0.824
2021-12-03,North_Zone,Semi_Arid,-0.125,0.54,204.0,0.723
2021-12-04,North_Zone,Semi_Arid,0.033,0.659,198.0,0.785
2021-12-05,North_Zone,Semi_Arid,-0.093,0.764,196.0,0.757
2021-12-06,North_Zone,Semi_Arid,-0.136,0.641,211.0,0.826
2021-12-07,North_Zone,Semi_Arid,0.096,0.671,203.0,0.732
2021-12-08,North_Zone,Semi_Arid,-0.026,0.664,192.0,0.828
2021-12-09,North_Zone,Semi_Arid,0.173,0.567,183.0,0.738
2021-12-10,North_Zone,Semi_Arid,-0.102,0.617,192.0,0.687
2021-12-11,North_Zone,Semi_Arid,-0.156,0.543,192.0,0.776
2021-12-12,North_Zone,Semi_Arid,-0.048,0.677,191.0,0.772
2021-12-13,North_Zone,Semi_Arid,0.289,0.535,196.0,0.72
2021-12-14,North_Zone,Semi_Arid,0.083,0.642,170.0,0.78
2021-12-15,North_Zone,Semi_Arid,0.055,0.668,177.0,0.787
2021-12-16,North_Zone,Semi_Arid,0.059,0.571,210.0,0.755
2021-12-17,North_Zone,Semi_Arid,-0.048,0.557,154.0,0.773
2021-12-18,North_Zone,Semi_Arid,0.273,0.59,217.0,0.755
2021-12-19,North_Zone,Semi_Arid,0.046,0.546,185.0,0.756
2021-12-20,North_Zone,Semi_Arid,0.036,0.609,225.0,0.737
2021-12-21,North_Zone,Semi_Arid,0.098,0.545,217.0,0.759
2021-12-22,North_Zone,Semi_Arid,-0.127,0.549,189.0,0.722
2021-12-23,North_Zone,Semi_Arid,-0.088,0.633,191.0,0.725
2021-12-24,North_Zone,Semi_Arid,-0.025,0.637,224.0,0.753
2021-12-25,North_Zone,Semi_Arid,0.099,0.582,218.0,0.737
2021-12-26,North_Zone,Semi_Arid,-0.13,0.501,213.0,0.753
2021-12-27,North_Zone,Semi_Arid,-0.007,0.67,216.0,0.724
2021-12-28,North_Zone,Semi_Arid,-0.021,0.573,175.0,0.776
2021-12-29,North_Zone,Semi_Arid,-0.157,0.724,199.0,0.762
2021-12-30,North_Zone,Semi_Arid,-0.051,0.592,181.0,0.674
2021-12-31,North_Zone,Semi_Arid,0.054,0.608,175.0,0.716
2022-01-01,North_Zone,Semi_Arid,0.002,0.574,198.0,0.734
2022-01-02,North_Zone,Semi_Arid,0.291,0.615,188.0,0.767
2022-01-03,North_Zone,Semi_Arid,0.197,0.809,192.0,0.798
2022-01-04,North_Zone,Semi_Arid,0.185,0.579,186.0,0.708
2022-01-05,North_Zone,Semi_Arid,0.151,0.677,172.0,0.746
2022-01-06,North_Zone,Semi_Arid,0.041,0.605,226.0,0.715
2022-01-07,North_Zone,Semi_Arid,0.085,0.67,198.0,0.775
2022-01-08,North_Zone,Semi_Arid,0.186,0.484,169.0,0.718
2022-01-09,North_Zone,Semi_Arid,0.085,0.717,198.0,0.798
2022-01-10,North_Zone,Semi_Arid,0.169,0.62,222.0,0.702
2022-01-11,North_Zone,Semi_Arid,0.06,0.584,212.0,0.73
2022-01-12,North_Zone,Semi_Arid,0.195,0.654,186.0,0.824
2022-01-13,North_Zone,Semi_Arid,0.203,0.609,186.0,0.771
2022-01-14,North_Zone,Semi_Arid,-0.013,0.531,178.0,0.724
2022-01-15,North_Zone,Semi_Arid,0.157,0.455,182.0,0.684
2022-01-16,North_Zone,Semi_Arid,-0.002,0.71,183.0,0.811
2022-01-17,North_Zone,Semi_Arid,-0.036,0.587,169.0,0.793
2022-01-18,North_Zone,Semi_Arid,0.091,0.563,187.0,0.706
2022-01-19,North_Zone,Semi_Arid,0.43,0.568,201.0,0.71
2022-01-20,North_Zone,Semi_Arid,0.228,0.688,188.0,0.78
2022-01-21,North_Zone,Semi_Arid,0.289,0.571,199.0,0.754
2022-01-22,North_Zone,Semi_Arid,0.211,0.639,224.0,0.774
2022-01-23,North_Zone,Semi_Arid,0.171,0.58,228.0,0.8
2022-01-24,North_Zone,Semi_Arid,0.24,0.525,194.0,0.702
2022-01-25,North_Zone,Semi_Arid,0.086,0.654,211.0,0.765
2022-01-26,North_Zone,Semi_Arid,0.197,0.666,192.0,0.788
2022-01-27,North_Zone,Semi_Arid,0.268,0.559,186.0,0.761
2022-01-28,North_Zone,Semi_Arid,0.22,0.598,175.0,0.73
2022-01-29,North_Zone,Semi_Arid,0.274,0.606,197.0,0.733
2022-01-30,North_Zone,Semi_Arid,0.168,0.627,215.0,0.743
2022-01-31,North_Zone,Semi_Arid,0.319,0.718,172.0,0.831
2022-02-01,North_Zone,Semi_Arid,0.129,0.581,190.0,0.716
2022-02-02,North_Zone,Semi_Arid,0.362,0.58,189.0,0.735
2022-02-03,North_Zone,Semi_Arid,0.207,0.589,199.0,0.771
2022-02-04,North_Zone,Semi_Arid,0.112,0.543,200.0,0.703
2022-02-05,North_Zone,Semi_Arid,0.032,0.497,205.0,0.732
2022-02-06,North_Zone,Semi_Arid,0.069,0.608,229.0,0.695
2022-02-07,North_Zone,Semi_Arid,0.054,0.632,179.0,0.764
2022-02-08,North_Zone,Semi_Arid,0.141,0.6,178.0,0.752
2022-02-09,North_Zone,Semi_Arid,0.023,0.596,199.0,0.754
2022-02-10,North_Zone,Semi_Arid,0.279,0.546,221.0,0.71
2022-02-11,North_Zone,Semi_Arid,0.161,0.615,169.0,0.761
2022-02-12,North_Zone,Semi_Arid,0.157,0.61,201.0,0.751
2022-02-13,North_Zone,Semi_Arid,0.033,0.628,191.0,0.796
2022-02-14,North_Zone,Semi_Arid,0.073,0.619,210.0,0.774
2022-02-15,North_Zone,Semi_Arid,-0.072,0.624,206.0,0.713
2022-02-16,North_Zone,Semi_Arid,0.312,0.679,196.0,0.745
2022-02-17,North_Zone,Semi_Arid,0.008,0.634,204.0,0.74
2022-02-18,North_Zone,Semi_Arid,0.016,0.629,183.0,0.763
2022-02-19,North_Zone,Semi_Arid,0.291,0.495,209.0,0.719
2022-02-20,North_Zone,Semi_Arid,0.189,0.663,220.0,0.761
2022-02-21,North_Zone,Semi_Arid,0.162,0.582,197.0,0.83
2022-02-22,North_Zone,Semi_Arid,0.184,0.605,188.0,0.736
2022-02-23,North_Zone,Semi_Arid,0.245,0.524,192.0,0.773
2022-02-24,North_Zone,Semi_Arid,0.16,0.725,209.0,0.777
2022-02-25,North_Zone,Semi_Arid,-0.004,0.452,194.0,0.648
2022-02-26,North_Zone,Semi_Arid,0.223,0.689,173.0,0.778
2022-02-27,North_Zone,Semi_Arid,0.192,0.626,212.0,0.79
2022-02-28,North_Zone,Semi_Arid,0.267,0.486,177.0,0.741
2022-03-01,North_Zone,Semi_Arid,0.025,0.922,148.0,0.838
2022-03-02,North_Zone,Semi_Arid,0.077,0.831,106.0,0.808
2022-03-03,North_Zone,Semi_Arid,0.189,0.659,142.0,0.75
